PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,HDD658   ,CDD658   ,MFUSED8  ,MFBTU8   ,MFEXP8   ,ELCNS8   ,ELBTU8   ,ELEXP8   ,ZELCNS8  ,ZELEXP8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
266,3,7,7700,3,2,25,1,1,2,2,2,2,1769.43,33,1,3439,2080,1,334656,6261,42332,144437,4254,0,0
268,3,5,4650,2,6,12,1,2,2,2,2,2,2544.74,26,1,620,3900,1,123798,3492,36283,123798,3492,1,0
270,3,6,13500,4,3,23,1,1,2, ,2,2,377.81,29,1,4021,1435,1,1195289,21860,212228,724122,17335,1,1
271,2,3,25500,5,3,2,1,1,2,2,2,2,864.37,15,1,6837,543,1,2273616,24123,187693,640409,11291,0,0
272,3,7,65000,6,5,18,1,1,2,2,2,2,211.83,33,2,2874,2056,1,4175282,55922,811426,2768586,44938,1,1
273,1,2,52000,6,4,14,1,1,1,2,2,2,132.45,7,2,5152,624,1,5092906,41376,384067,1310437,25217,0,0
274,1,2,102000,7,7,7,1,1,1,2,2,2,139.5,7,2,5981,695,1,16476774,200419,2691946,9184920,190827,1,1
275,1,2,1400000,10,7,24,1,1,2, ,2,2,28.44,4,2,7360,526,1,139037795,3353111,26782286,91381160,3015389,1,1
276,3,6,2150,2,7,6,1,2,2,2,2,2,2314.83,29,1,3777,1245,1,293637,6897,86060,293637,6897,1,1
277,3,7,15750,4,6,23,1,2,2, ,2,2,807.37,49,1,1209,3312,1,1690861,48754,495563,1690861,48754,1,1
278,3,5,28500,5,7,14,1,1,1,2,2,2,721.06,24,1,3208,1482,1,3577041,46252,733933,2504179,35753,0,0
279,2,3,4400,2,1,15,1,1,2,2,2,2,1536.54,15,2,6567,491,1,845417,9563,42333,144440,3854,1,1
280,4,8,30000,5,8,5,1,1,2,2,2,2,1452.58,37,2,5540,640,1,665820,14058,160361,547152,13061,0,0
281,3,5,27000,5,7,14,1,1,2,2,2,2,734.43,24,1,2868,1226,1,1408924,32216,219846,750115,25528,0,0
282,3,7,42500,5,6,14,1,2,2,2,2,2,318.68,34,1,727,4368,1,1903026,45843,557745,1903026,45843,0,0
283,1,1,88000,6,2,4,1,1,2,2,2,2,165.84,2,2,5721,719,1,32797111,394993,1582812,5400555,124251,0,0
284,2,3,54000,6,1,13,1,1,2,2,2,2,87.12,13,2,6612,567,1,8444382,158704,1768708,6034832,136353,0,0
285,3,6,3500,2,5,15,1,1,2,1,2,2,1446.07,29,1,4061,1410,1,629287,9600,69156,235960,6000,1,0
286,3,5,13250,4,3,2,1,1,2,2,2,2,364.5,21,1,4416,1284,1,1303536,25171,241536,824121,20194,1,1
288,3,7,230000,8,8,5,1,1,2,1,2,2,147.89,36,1,2682,2348,1,3802263,82250,975382,3328003,77950,1,0
289,1,2,9600,3,2,12,1,1,2,2,2,2,869.22,63,1,6001,580,1,609388,6403,17213,58731,952,0,0
291,3,6,1500,2,5,26,2,2,2,2,2,2,3187.23,29,1,3172,1617,2,                  ,          ,               ,                  ,          ,9,9
292,2,4,6000,3,3,5,1,1,2,2,2,2,364.88,17,2,9944,575,1,764719,7890,51165,174575,3122,0,0
293,1,2,400000,8,2,14,1,1,1,2,2,2,4.25,102,1,4646,1184,1,45632462,856805,6380168,21769133,692574,1,1
294,3,5,1000000,9,5,2,1,2,1,2,1,2,6.04,23,1,3981,1378,1,86231132,1628252,17144548,58497198,1063928,0,0
295,4,9,3850,2,7,2,1,2,2,1,2,2,2400.45,40,2,2418,1926,1,253491,11538,74294,253491,11538,1,1
296,4,9,1800,2,7,25,1,1,2,2,2,2,2996.93,41,1,1694,543,1,25637,1343,7000,23884,1274,0,0
297,2,3,3150,2,2,5,1,2,2,2,2,2,2724.37,14,1,6192,578,1,4074,205,1194,4074,205,0,1
299,1,1,9800,3,7,2,1,2,2,1,2,2,781.6,1,1,7556,464,1,195852,5798,57401,195852,5798,0,0
300,4,9,35000,5,7,18,1,1,2,2,2,2,352.58,43,2,5956,914,1,2918971,25165,493745,1684658,13802,0,0
302,2,3,50001,6,5,14,1,1,2,2,2,2,62.95,13,1,5180,953,1,1037503,14442,127155,433853,9122,0,1
303,2,4,11750,4,4,15,1,2,2,1,2,2,353.97,19,1,3914,1578,1,330265,6047,96795,330265,6047,0,0
304,3,7,30500,5,8,15,1,1,2,2,2,2,528.24,49,1,1426,2649,1,5974685,102399,1199622,4093110,87901,1,1
305,4,8,14500,4,3,14,1,2,2,2,1,2,358.49,107,2,620,5496,1,1726207,32848,311315,1062207,25044,1,1
306,3,7,24000,4,6,23,1,1,2, ,2,2,187.34,33,2,3338,2131,1,2100773,35415,422706,1442273,30378,0,0
307,2,4,14250,4,3,14,1,1,2,2,2,2,776.54,17,1,8184,577,1,1114858,10482,37480,127882,1915,0,0
308,1,1,255000,8,6,16,1,2,1,1,2,2,12.37,1,1,8143,387,1,90464294,1256244,9539286,32548044,885467,0,0
309,3,5,150000,7,7,5,1,1,2,1,2,2,75.21,25,2,3923,1299,1,3211618,59915,902624,3079753,58874,1,1
310,3,7,64000,6,6,23,1,1,2, ,2,2,69.29,36,2,1468,3348,1,5546388,111904,1511243,5156361,107941,0,0
311,3,5,10000,3,4,25,1,2,2,2,2,2,2314.83,25,1,2657,1744,1,398590,9370,116820,398590,9370,1,1
312,1,2,4800,2,1,26,1,2,2,2,2,2,869.22,51,1,4473,1227,1,152875,4918,44805,152875,4918,1,0
313,3,7,90000,6,7,5,1,2,2,2,2,2,155.65,34,1,849,4290,1,2206213,53274,646604,2206213,53274,1,1
314,1,2,59000,6,5,6,1,1,2,2,2,2,406.42,5,2,6820,439,1,16626729,374070,3661802,12494068,341286,0,0
315,3,6,15500,4,2,8,1,1,2,2,2,2,2314.83,31,1,2705,1655,1,1636242,20700,248396,847527,15689,0,0
316,3,7,15750,4,7,14,1,2,2,1,2,2,1769.43,32,1,3331,1692,1,222305,4806,65154,222305,4806,1,0
317,2,3,24750,4,7,13,1,2,2,2,2,2,278.18,13,1,7136,649,1,1442867,27676,422880,1442867,27676,0,0
318,2,3,20250,4,6,2,1,1,2,2,2,2,364.88,50,2,7571,646,1,2580181,45978,401099,1368550,38104,0,0
319,3,7,10250,4,5,5,1,2,2,2,2,2,3503.79,36,1,2078,2895,1,100006,1052,29310,100006,1052,0,0
320,3,5,40000,5,7,2,1,2,2,2,2,2,436.75,24,1,3257,1391,1,3492800,55868,1023681,3492800,55868,0,0
321,1,2,128000,7,5,2,1,1,1,2,2,2,88.53,10,2,5603,1049,1,14952929,319312,3963264,13522657,306880,1,1
322,1,2,12000,4,7,12,1,1,2,2,2,2,2739.65,4,2,7245,458,1,953097,9820,79301,270575,5253,0,0
323,4,9,1250,2,5,26,1,2,2,2,2,2,2996.93,62,1,1398,951,1,155058,7235,45445,155058,7235,0,0
324,3,5,12000,4,4,14,1,2,2,2,2,2,419.28,25,1,3183,1782,1,399873,8070,117196,399873,8070,0,0
325,3,5,76000,6,3,14,1,2,2,1,2,2,228.05,52,1,174,4475,1,1609700,37870,471776,1609700,37870,1,1
326,2,3,2400,2,1,25,1,1,2,2,2,2,2459.66,14,2,4990,1014,1,198840,2958,17786,60686,1606,0,0
327,3,7,235000,8,3,1,2,1,2,2,2,2,11.18,36,1,2454,2316,1,1493507,11001,               ,                  ,          ,9,9
328,2,3,6100,3,7,25,1,1,2,2,2,2,2724.37,12,1,7321,629,1,1537352,19824,173453,591822,12771,0,0
331,2,3,1600000,10,2,14,1,1,2,2,1,2,63.07,85,2,6552,706,1,221882615,1756081,5475000,18680700,574117,0,0
332,3,6,164000,7,5,18,1,1,1,2,2,2,115.1,30,2,3850,1222,1,16429576,250244,3002165,10243387,186051,0,0
335,3,6,12750,4,6,5,1,1,2,2,2,2,734.43,31,2,3354,1576,1,434703,8754,104530,356656,7795,0,0
336,3,7,13000,4,7,12,1,2,2,2,2,2,807.37,49,1,1058,3628,1,546787,14563,160254,546787,14563,1,1
337,3,5,14500,4,8,25,1,1,2,2,2,2,734.43,22,1,3743,1484,1,1639553,29697,405920,1384999,26915,0,0
338,2,3,8400,3,5,13,1,1,2,2,2,2,864.37,14,2,5692,821,1,1127096,18904,240740,821405,16479,0,0
339,4,9,1700,2,3,25,1,2,2,2,2,2,2226.17,43,2,4956,1010,1,130011,2707,38104,130011,2707,0,0
340,4,8,10500,4,7,7,1,1,2,2,2,2,352.58,39,1,4804,864,1,833952,16404,151017,515270,14309,0,0
342,2,3,3400,2,6,15,1,1,2,2,2,2,1701.91,12,2,5838,625,1,1862865,40372,311824,1063943,29008,0,0
345,2,3,5000,2,4,25,1,2,1,2,2,2,2447.55,13,2,6315,691,1,238920,2361,7304,24921,758,0,0
346,3,5,12000,4,7,25,1,2,2,2,2,2,734.43,25,2,2463,1504,1,632800,15000,185463,632800,15000,1,0
349,2,3,14000,4,3,12,1,1,2,2,2,2,2447.55,14,1,6207,664,1,1068126,9223,69260,236315,4295,0,0
350,1,2,108000,7,6,2,1,1,2,2,2,2,86.75,10,2,4206,1262,1,12457842,257249,2936797,10020351,231294,1,1
351,2,4,63000,6,7,14,1,1,2,2,2,2,116.76,19,1,6098,1276,1,2954190,45062,673765,2298886,39395,0,0
352,1,2,9800,3,6,7,1,2,1,2,2,2,403.22,4,1,8144,244,1,1033640,12310,22961,78343,3805,0,0
354,4,9,29000,5,8,14,1,2,2,1,2,2,360.63,41,2,4476,736,1,529890,23110,155302,529890,23110,1,1
355,2,4,146000,7,2,13,1,1,2,2,2,2,77.5,19,2,5170,1600,1,4609792,35370,114880,391971,7431,0,0
356,3,7,146000,7,5,14,1,1,2,2,2,2,109.64,34,2,1704,2876,1,21925393,333179,4044331,13799257,266024,1,1
357,3,7,58000,6,8,17,1,1,2,1,2,2,123.91,49,1,1469,2593,1,4084525,75217,878922,2998882,67820,1,1
358,3,5,800000,9,7,11,1,1,2,1,2,2,145.23,25,1,3226,1701,1,81499151,1153987,21821406,74454637,1096309,0,0
359,2,3,40000,5,5,2,1,1,2,2,2,2,364.88,13,2,6238,603,1,8703950,132102,1298613,4430868,94338,0,0
360,3,5,26500,5,2,18,1,2,2,2,1,2,249.78,23,2,3487,1284,1,2344914,28243,113691,387914,5227,0,0
362,4,9,4000,2,2,14,1,1,2,2,2,2,1926.09,41,1,1626,572,1,395026,13595,80301,273987,12405,1,1
363,4,9,45500,5,6,2,1,1,2,2,2,2,88.09,47,2,1745,310,1,662602,20102,157182,536305,18988,0,0
364,3,7,70000,6,6,16,1,1,1,2,2,2,121.02,36,1,2301,2800,1,9255684,128000,2463750,8406315,121990,0,0
365,3,7,13000,4,6,91,1,2,2,2,2,2,807.37,34,2,1491,2774,1,1220278,31720,357643,1220278,31720,1,1
366,3,6,2950,2,8,5,2,2,2,2,2,2,2314.83,29,1,3606,1266,2,                  ,          ,               ,                  ,          ,9,9
367,3,5,1500,2,3,1,2,2,2,2,2,2,1446.07,25,1,2702,1708,2,                  ,          ,               ,                  ,          ,9,9
368,3,5,30000,5,5,2,1,2,2,2,2,2,377.5,52,1,122,5783,1,896367,25997,262710,896367,25997,0,0
369,2,3,120000,7,8,5,1,1,1,1,2,2,317.92,13,2,5267,625,1,6208307,122093,947514,3232918,81067,0,0
370,4,9,21000,4,6,8,1,1,2,2,2,2,360.63,62,1,1468,1949,1,1011177,46479,285783,975092,45753,0,0
371,3,5,45500,5,6,12,1,1,2,2,2,2,369.79,22,1,3665,1540,1,2913493,43458,499603,1704645,32258,1,1
372,1,1,2750,2,4,26,1,2,2,2,2,2,2739.65,1,1,7786,282,1,11993,404,3515,11993,404,1,0
373,2,3,40000,5,4,23,1,1,2, ,2,2,82.55,64,1,4910,1002,1,11111522,182925,1430081,4879436,134197,1,1
374,3,7,33000,5,8,15,1,1,2,2,2,2,807.37,36,2,1622,2781,1,11075126,198815,2489001,8492471,180495,0,0
375,2,3,66000,6,1,5,1,1,2,2,2,2,404.15,12,2,7517,726,1,5934418,79111,679089,2317052,50858,1,0
377,2,4,20500,4,5,5,1,1,2,2,1,2,109.96,17,2,8735,626,1,4230831,49600,218103,744167,14094,1,1
379,4,9,7700,3,5,25,1,1,2,2,2,2,2996.93,47,2,1823,291,1,769445,30473,201489,687480,29674,1,1
382,4,9,66000,6,6,14,1,1,2,2,2,2,243.77,43,1,5595,1048,1,3537019,53073,638866,2179811,43621,0,0
386,4,9,3000,2,7,15,1,1,2,2,2,2,1711.45,43,1,6408,565,1,1152144,15772,150118,512203,10938,0,0
387,3,6,41500,5,4,2,1,1,2,2,2,2,377.5,31,1,3189,2104,1,9210296,118974,1104506,3768574,76992,0,0
388,3,6,7800,3,2,2,1,1,2,2,2,2,206.11,29,2,4727,1094,1,411702,6958,68720,234473,5442,0,0
389,3,5,8400,3,8,1,1,2,2,2,2,2,734.43,22,1,3668,1461,1,7697,200,2256,7697,200,1,0
390,2,3,8800,3,6,23,1,1,2, ,2,2,4044.03,16,2,5436,759,1,436223,10617,84428,288068,9580,1,1
391,3,7,2000,2,6,5,1,2,2,2,2,2,343.4,32,1,3402,1549,1,11782,463,3453,11782,463,0,0
392,3,5,5000,2,2,5,2,2,2,2,2,2,734.43,25,1,2568,2007,2,                  ,          ,               ,                  ,          ,9,9
393,4,9,50000,5,2,12,1,1,2,2,2,2,1023.93,41,1,1427,635,1,588607,12743,38378,130946,8894,0,0
394,4,9,26000,5,6,23,1,1,2, ,2,2,449.11,40,2,2732,1787,1,2448898,49419,470013,1603684,41403,0,0
395,2,3,3000,2,1,1,1,2,2,2,2,2,72.3,11,1,6177,671,1,3815,120,1118,3815,120,1,0
396,1,1,13500,4,3,25,1,1,2,2,2,2,869.22,3,1,6131,636,1,1478845,27110,147150,502076,17010,0,0
398,3,5,350000,8,6,18,1,1,2,2,2,2,39.55,22,1,2935,2189,1,31666222,357495,4252357,14509042,226502,0,0
399,1,2,5000,2,7,15,1,1,2,2,2,2,1538.94,7,1,6708,555,1,528075,11109,89985,307029,8883,1,1
400,2,3,2400,2,6,5,1,2,2,2,2,2,4538.15,13,2,5943,707,1,4013,112,1176,4013,112,0,0
401,1,1,62000,6,6,2,1,2,1,2,2,2,80.53,53,2,6084,706,1,3693000,110664,1080324,3686065,110593,1,1
402,3,5,24000,4,7,25,1,1,2,2,2,2,2546.83,24,2,3493,1082,1,905167,19246,251873,859391,18358,0,0
403,3,5,23000,4,4,18,1,2,2,1,2,2,432.18,27,2,1437,2195,1,1304394,18380,382296,1304394,18380,0,0
404,2,4,19750,4,2,2,1,1,2,2,2,2,404.15,48,1,7401,900,1,1533828,22562,201942,689026,14540,0,0
405,4,9,3900,2,5,13,1,1,2,2,2,2,1872.17,41,1,1636,396,1,362888,8852,41934,143079,6842,1,1
406,3,7,2000,2,6,26,1,1,2,2,2,2,2314.83,33,2,3292,2010,1,146573,2497,24677,84198,1925,1,0
407,4,8,2800,2,4,26,1,2,2,2,2,2,2226.17,37,2,8661,101,1,89521,2076,26237,89521,2076,0,0
408,1,2,138000,7,6,23,1,1,1, ,2,2,128.33,4,2,6056,570,1,19629941,534747,4528067,15449765,496527,0,0
409,3,7,44000,5,6,25,1,1,2,1,2,2,192.72,57,1,2421,2375,1,1923195,46941,529632,1807104,45904,0,0
410,1,2,9600,3,6,2,1,2,2,1,2,2,869.22,10,1,6567,529,1,329708,13805,96632,329708,13805,0,0
413,4,9,2400,2,6,26,1,2,1,2,2,2,2226.17,40,2,6766,153,1,13809,636,3031,10342,600,1,0
414,3,5,6900,3,4,6,1,1,2,2,2,2,734.43,23,2,3708,1041,1,1310823,16241,87239,297659,6648,0,0
415,2,3,9000,3,4,26,1,1,2,2,2,2,776.54,13,2,6420,723,1,1099581,15001,93376,318599,9067,0,0
416,3,6,5000,2,7,13,1,1,2,2,2,2,734.43,31,2,3269,1565,1,384887,7068,61979,211472,5520,1,1
417,3,5,2400,2,7,26,1,2,1,2,2,2,2546.83,21,1,4958,1023,1,34789,1451,9180,31322,1421,0,0
418,3,6,1200,2,6,26,1,2,2,1,2,2,2546.83,29,2,4946,869,1,28105,889,8237,28105,889,0,0
419,1,2,140000,7,4,1,1,2,2,2,2,2,171.88,8,1,5604,953,1,1612266,43887,472528,1612266,43887,1,1
420,1,1,172000,7,4,24,1,1,2, ,2,2,72.41,1,1,7797,406,1,9799920,165678,2654812,9058219,159330,0,0
421,2,3,57000,6,3,12,1,1,2,2,2,2,64.24,13,1,5801,791,1,2991000,31864,203833,695478,12496,0,0
423,4,8,6600,3,7,8,1,1,2,2,2,2,521.9,37,1,7418,687,1,501099,7546,73618,251185,6110,0,0
424,2,3,275000,8,5,16,1,1,1,2,2,2,27.68,13,1,6272,447,1,91987691,679877,7786868,26568794,298300,0,0
425,3,5,7000,3,5,14,1,2,2,2,2,2,1945.16,27,2,1441,2313,1,324812,8523,95197,324812,8523,1,0
426,3,6,1450,2,7,12,1,1,2,2,2,2,2314.83,31,2,3464,1643,1,28774,814,2843,9700,444,0,0
427,3,7,56000,6,8,13,1,1,2,2,2,2,190.78,34,2,1896,2308,1,4942864,104778,769123,2624248,89394,0,0
428,2,4,6400,3,5,7,1,2,2,2,2,2,402.35,18,1,6905,735,1,74177,2198,21740,74177,2198,0,0
429,3,6,3800,2,8,15,1,1,2,2,2,2,480.52,31,2,2366,1762,1,686904,10028,68668,234295,6418,1,0
430,1,2,26500,5,1,1,1,1,2,2,2,2,398.98,4,1,7755,505,1,2224129,23917,24764,84495,6339,0,0
431,1,2,1300,2,1,15,1,1,2,2,2,2,1711.45,6,2,5035,1033,1,837458,12504,52903,180505,7175,0,0
432,4,9,144000,7,5,2,1,1,2,2,2,2,75.91,45,1,11059,20,1,18390057,254794,3200000,10918400,231383,0,0
433,2,3,1600000,10,5,16,1,1,1,2,2,2,16.77,11,1,6736,635,1,236601214,2052297,26570246,90657679,1282662,0,0
434,2,4,29000,5,1,16,1,1,2,2,2,2,148.9,48,2,7181,795,1,3667797,34452,171183,584076,10550,0,0
436,4,9,13000,4,3,25,1,1,2,2,2,2,950.84,40,2,2577,1585,1,210328,8189,47472,161974,7707,1,0
437,3,7,14000,4,6,23,1,1,2, ,2,2,807.37,36,1,2045,3181,1,1332131,36387,325882,1111909,34503,0,0
438,3,5,54000,6,3,2,1,2,2,2,2,2,190.78,52,1,209,3677,1,484156,15041,141898,484156,15041,0,0
439,4,9,100000,6,7,25,1,2,2,1,2,2,88.09,62,1,1791,1528,1,9275696,299258,2718551,9275696,299258,1,1
441,3,7,1800,2,7,1,1,2,2,2,2,2,2544.74,34,2,1432,3056,1,18333,665,5373,18333,665,1,1
442,1,2,500001,9,2,16,1,1,1,2,2,2,11.26,8,2,5211,1241,1,99571063,1316075,13187696,44996419,1027894,0,0
443,2,4,11000,4,7,23,1,1,2, ,2,2,2724.37,17,2,9032,547,1,1804010,24716,278378,949826,18507,0,0
444,2,4,1500,2,3,25,1,2,2,1,2,2,2724.37,19,1,4897,1170,1,68506,1659,20078,68506,1659,1,0
445,4,9,170000,7,5,18,1,1,2,2,2,2,69.06,47,1,1320,427,1,13357534,273815,2029487,6924610,228706,1,1
447,2,4,40500,5,4,2,1,2,2,2,2,2,364.88,20,1,4295,1495,1,4626928,87797,1356075,4626928,87797,1,0
448,1,2,148000,7,3,14,1,1,2,2,2,2,140.87,10,1,5245,526,1,15255265,223723,1054349,3597439,113678,0,0
449,2,3,148000,7,6,13,1,2,2,2,1,2,58.51,15,2,8397,341,1,19908858,246073,1209806,4127858,60485,0,0
450,4,9,2200,2,2,13,1,2,2,2,2,2,2996.93,41,1,1494,636,1,3647,298,1069,3647,298,0,0
451,3,5,6400,3,6,8,1,2,2,2,2,2,807.37,52,1,133,5132,1,348979,13958,102280,348979,13958,0,0
452,3,6,2500,2,5,2,1,1,2,2,2,2,419.28,29,1,3731,1327,1,1285208,17493,232357,792802,13824,0,0
454,1,2,16500,4,6,91,1,1,2,2,2,2,781.6,4,1,8371,534,1,1778120,29388,114569,390909,17793,1,1
455,2,4,10500,4,5,13,1,1,2,2,2,2,2724.37,18,2,6513,822,1,381550,6564,49005,167205,4826,0,0
456,1,2,56000,6,2,1,1,1,2,2,2,2,368.71,7,2,6261,584,1,179624,3216,15206,51883,1791,1,1
457,3,5,600000,9,2,2,1,1,1,2,1,2,3.62,23,1,3631,1323,1,161854638,2636558,22381807,76366725,1379548,0,0
458,1,2,20000,4,4,5,1,1,2,2,2,2,869.22,6,1,5405,829,1,647817,12859,38085,129946,6571,0,0
459,2,4,1600,2,6,13,1,1,2,2,2,2,780.38,17,2,8897,547,1,1166985,11821,65358,223001,4508,1,1
460,3,5,82000,6,7,14,1,1,2,2,2,2,364.5,24,2,3403,964,1,6904297,98597,915511,3123724,64115,0,0
461,3,6,9400,3,6,23,1,1,2, ,2,2,2314.83,30,1,4859,1148,1,1714452,25841,298664,1019042,19627,0,0
462,3,7,1500000,10,6,2,1,1,1,2,2,2,75.75,57,1,2082,3335,1,155192354,2994641,45396516,154892913,2991803,1,0
463,3,5,1800,2,6,14,1,2,2,2,2,2,2544.74,26,1,705,3591,1,214205,4740,62780,214205,4740,0,0
464,1,2,500000,8,1,18,1,1,2,2,2,2,135.43,61,2,5568,873,1,14371354,187467,700771,2391031,103053,0,0
465,4,8,90000,6,8,23,1,1,2, ,2,2,80.53,37,2,6215,547,1,10497121,149231,2305063,7864875,127615,1,1
466,3,5,10000,3,7,15,1,1,2,2,2,2,528.24,28,2,600,3727,1,1740380,31335,276107,942077,23063,1,0
467,1,2,114000,7,4,18,1,2,2,2,1,2,80.99,4,1,7096,504,1,10606762,126227,735276,2508762,30992,0,0
468,4,9,160000,7,7,23,1,1,2, ,2,2,80.53,43,1,6834,554,1,11719990,206742,2846882,9713561,189336,0,0
469,3,5,28000,5,6,2,1,2,2,2,2,2,808.04,21,2,5228,931,1,1711623,32359,501648,1711623,32359,1,1
470,3,5,375000,8,4,16,1,2,2,2,1,2,18.56,22,2,4048,1432,1,79938241,1071532,10821876,36924241,565689,0,0
471,4,9,7200,3,3,26,1,1,2,2,2,2,2996.93,62,2,1033,1209,1,98640,2021,6942,23686,1311,1,0
472,3,5,205000,8,7,2,1,2,2,2,2,1,4.28,22,2,4840,1300,1,44787022,616573,4691683,16008022,278132,0,0
473,3,5,8000,3,8,5,1,2,2,2,2,2,746.1,21,1,4352,1254,1,180792,4832,52987,180792,4832,1,1
474,3,5,47500,5,3,14,1,1,2,2,2,2,377.5,26,2,1567,2350,1,824561,19309,232902,794662,18987,1,1
475,3,7,11750,4,4,14,1,1,2,2,2,2,419.28,32,1,3358,1509,1,1047202,15595,208078,709962,12590,0,0
476,2,3,600000,9,6,26,1,1,2,2,2,2,73.78,60,2,5559,797,1,90222346,1039587,15469336,52781374,818328,0,0
477,1,1,6600,3,1,15,1,1,1,2,2,2,1711.45,2,1,6247,697,1,1355812,18540,76941,262523,8885,0,0
478,2,3,54000,6,2,14,1,1,2,2,2,2,317.92,15,2,6030,670,1,4991254,55258,211179,720543,25366,0,0
479,2,3,37000,5,2,12,1,1,2,2,2,2,78.19,13,2,6122,570,1,2656584,36583,191456,653248,20935,0,0
481,4,8,53000,6,5,2,1,1,2,2,2,2,82.18,37,1,5774,523,1,9935667,190163,656257,2239149,150518,0,0
482,3,6,25000,4,5,18,1,1,2,2,2,2,461.3,29,2,3250,1505,1,525122,9569,86551,295312,7383,0,0
484,2,4,2300,2,6,7,1,1,2,2,2,2,1697.96,18,1,6147,852,1,148681,2340,33000,112596,2000,0,0
485,3,7,6000,3,8,14,1,1,2,2,2,2,343.4,32,1,3999,1379,1,332163,5730,73208,249786,4918,1,1
488,3,7,5000,2,6,5,2,2,2,2,2,2,3503.79,36,1,2289,2457,2,                  ,          ,               ,                  ,          ,9,9
489,3,5,20500,4,5,2,1,1,2,2,2,2,808.04,24,2,3002,1146,1,1184777,20149,181136,618036,14069,0,0
490,3,6,29500,5,5,7,1,2,2,2,2,2,364.5,29,2,4582,1205,1,1297164,30335,380177,1297164,30335,0,0
491,2,3,350000,8,2,2,1,1,1,2,2,2,15.66,11,1,6919,587,1,88622572,783342,8861779,30236390,438702,0,0
492,2,3,20000,4,4,26,1,1,2,2,2,2,2724.37,12,2,6229,881,1,3698173,39231,176792,603214,15266,0,0
493,3,7,240000,8,7,5,1,1,2,2,2,2,177.88,36,2,1672,2233,1,3384095,78945,986020,3364300,78725,1,0
495,2,4,3300,2,8,2,1,2,2,1,2,2,2447.55,19,1,3860,1398,1,172105,3649,50441,172105,3649,1,1
496,2,3,9600,3,4,18,1,1,2,2,2,2,402.35,13,2,5905,619,1,1473736,20835,149883,511401,13114,1,0
497,3,7,20000,4,3,13,1,1,2,2,2,2,2544.74,35,1,710,4541,1,161579,4829,47356,161579,4673,1,1
498,1,1,100000,6,3,12,1,1,2,2,2,2,869.22,2,1,6178,791,1,1158232,15992,33029,112695,4440,0,0
499,3,5,26000,5,3,14,1,2,2,2,2,2,331.3,25,1,2309,1988,1,1408511,37913,412811,1408511,37913,0,0
501,3,5,1800,2,5,12,1,1,2,2,2,2,734.43,24,1,2320,1868,1,83193,1763,7884,26900,986,0,0
503,1,2,40000,5,8,14,1,1,2,2,2,2,360.63,9,1,6152,752,1,4360516,73235,529522,1806729,50205,0,0
504,4,9,5000,2,5,14,1,1,2,2,2,2,1926.09,43,1,7370,514,1,534324,5716,30174,102954,2415,1,1
505,4,9,52000,6,6,23,1,2,2, ,2,2,221.72,55,2,5148,269,1,6419443,122308,1881431,6419443,122308,0,0
507,3,5,1800,2,4,2,1,2,2,2,2,2,2764.65,27,1,340,4154,1,194921,5039,57128,194921,5039,1,1
508,3,5,1450,2,5,1,2,2,2,2,2,2,2314.83,25,1,2999,1709,2,                  ,          ,               ,                  ,          ,9,9
509,1,1,12250,4,2,23,1,1,1, ,2,2,869.22,3,2,6846,567,1,1951392,46985,431704,1472974,42177,1,1
510,3,5,16500,4,3,15,1,1,2,2,2,2,1589.69,26,2,1372,3207,1,1569326,34228,396246,1351991,31899,1,1
511,3,5,1750,2,5,14,1,2,2,1,2,2,1769.43,25,1,2642,1642,1,61716,1668,18088,61716,1668,0,0
512,4,9,16000,4,5,14,1,2,2,2,2,2,360.63,47,2,1298,705,1,205437,9505,60210,205437,9505,1,1
513,3,7,10000,3,5,18,1,1,2,2,2,2,460.92,36,2,1022,3045,1,1552519,32543,426704,1455914,31626,0,0
514,2,3,166000,7,6,2,1,1,1,2,2,2,93.85,13,2,4922,700,1,19378876,286083,4139004,14122282,248365,1,1
517,2,3,13000,4,7,5,1,1,2,1,2,2,2724.37,16,1,6075,736,1,496376,9084,67520,230378,5868,0,0
518,2,3,400000,8,6,16,1,2,1,2,1,2,12.35,122,1,5187,905,1,188608673,2525036,23500000,80182000,1250000,0,0
519,3,7,10500,4,7,8,1,2,2,2,2,2,480.52,32,1,3379,1445,1,590740,12033,173136,590740,12033,0,0
520,2,3,70000,6,6,2,1,1,2,2,2,2,84.11,16,2,5802,739,1,12535923,164367,2691144,9182183,145334,0,0
521,4,9,120000,7,5,16,1,1,1,2,2,2,66.82,62,1,864,1495,1,12970378,277890,2104101,7179193,236345,1,1
523,3,6,6000,3,6,25,1,1,2,2,2,2,2546.83,29,2,3640,1226,1,1103427,17828,194128,662365,14482,0,0
525,2,3,55000,6,7,25,1,1,2,2,2,2,80.08,14,1,5856,717,1,7030187,68961,990269,3378798,39707,0,0
526,3,7,6000,3,4,23,1,2,2, ,2,2,2544.74,35,1,729,4289,1,259425,8393,76033,259425,8393,1,1
