PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,MFHTBTU8 ,MFCLBTU8 ,MFVNBTU8 ,MFWTBTU8 ,MFLTBTU8 ,MFCKBTU8 ,MFRFBTU8 ,MFOFBTU8 ,MFPCBTU8 ,MFMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
1854,2,3,2400,2,1,15,1,1,2,2,2,2,37.23,11,1,165212,2701,4056,76352,30765,0,13571,134,0,2494
1855,4,9,315000,8,5,5,1,1,2,2,2,2,51.21,83,1,334183,26757,191090,144820,1228483,0,0,2683,2667,298734
1856,2,3,2500,2,2,2,1,1,2,2,2,2,173.32,13,1,113848,4980,1892,799,37017,0,7920,2551,597,6284
1857,2,4,35000,5,2,5,1,1,2,2,2,2,1971.47,19,2,2142410,107617,143892,61612,590357,0,65653,12194,7652,4345104
1858,2,3,6200,3,5,23,1,1,2, ,2,2,864.37,12,1,224533,19781,17186,20021,156915,0,25558,4253,6056,44089
1859,3,7,245000,8,8,5,1,2,2,1,2,2,129.4,34,1,969,17251,179817,4497,1887700,0,15471,13196,8494,113344
1860,2,3,60000,6,6,2,1,1,2,2,2,2,130.52,12,2,2484494,402017,465248,63314,989970,0,239156,30222,281766,688464
1861,3,5,5000,2,5,23,1,2,2, ,2,2,2544.74,28,2,10045,76707,13781,0,115342,0,18786,3126,4451,38262
1862,3,7,5800,3,7,23,1,1,2, ,2,2,734.43,32,1,244935,131015,38591,12403,373569,13756,60845,10125,14417,112865
1863,3,5,5600,3,8,14,1,2,2,2,2,2,807.37,52,1,0,45125,6621,9819,37109,0,3858,2632,1681,2704
1864,1,2,1000000,9,4,16,1,1,1,2,1,1,11.26,5,1,207251278,3410505,6376880,31361722,7956167,1448452,229109,460672,802913,3766553
1865,2,3,16000,4,6,2,1,1,2,2,2,2,780.38,16,1,164897,42587,37965,93306,258776,0,39349,13685,31641,49955
1866,2,3,50001,6,6,2,1,1,2,2,2,2,220.48,16,1,1473255,769433,190120,65746,698488,0,90285,50615,143123,204681
1867,1,2,5300,3,4,23,1,1,2, ,2,2,869.22,6,1,166188,15021,8529,27301,79683,0,12978,2160,3075,22857
1868,3,7,5300,3,6,8,1,1,2,2,2,2,1591,32,1,127304,10078,2620,1983,20624,2528,9009,574,639,23043
1869,4,9,2900,2,7,2,1,2,2,1,2,2,2226.17,40,2,0,545,2331,263,14291,0,21594,1416,1612,18265
1870,4,9,45500,5,4,18,1,1,2,2,2,2,155.92,62,2,38266,41372,47840,642169,332500,0,0,0,201402,151122
1871,4,8,13000,4,5,25,1,1,2,2,2,2,869.22,39,2,650970,88577,115646,109286,540749,22170,331612,24623,21116,162014
1872,2,3,4000,2,4,5,1,1,2,2,2,2,2724.37,11,1,54231,0,1477,107,6737,0,0,0,0,5238
1873,2,3,10001,4,4,23,1,1,2, ,2,2,864.37,16,1,593494,45702,57243,79414,279710,178801,45558,7581,10794,79573
1874,3,5,1950,2,5,2,1,1,2,2,2,2,2546.83,24,2,89061,15272,2732,5688,22213,0,18821,6122,9354,11648
1875,2,3,150000,7,4,12,1,1,2,2,2,2,75.31,15,1,5156076,168293,691956,191928,953768,0,107718,11870,32012,847031
1877,4,8,4400,2,6,14,1,2,2,1,2,2,352.58,39,1,0,11363,5253,0,24053,0,17660,0,1316,3242
1878,2,3,18000,4,2,25,1,1,2,2,2,2,510.58,15,1,414093,13145,35700,7890,622241,58772,132720,375,0,48972
1879,3,7,36000,5,5,5,1,1,2,2,2,2,369.79,32,2,56362,32524,33635,828512,120421,0,11345,4008,3281,61064
1880,4,8,100000,6,1,18,1,1,2,2,2,2,135.43,37,1,869567,63405,27993,1269138,891610,206249,8593,5115,8653,102615
1882,1,2,1400000,10,8,16,1,1,1,2,2,2,12.07,5,1,309836298,6480694,10512143,209563066,27049356,25280015,980991,467638,1478288,133289797
1883,2,3,1800,2,3,2,1,1,2,2,2,2,2447.55,14,1,148773,2028,818,84,12008,0,12333,566,778,2349
1884,1,1,20000,4,5,5,1,2,1,2,2,2,869.22,3,2,1632381,8993,22719,517,42167,0,12957,21,4594,38746
1886,1,1,10000,3,1,18,1,2,2,1,2,2,1926.09,1,1,10383,0,331,0,61156,1733,2142,8,727,4092
1887,4,8,435000,8,3,16,1,1,1,1,2,2,11.26,38,2,37372519,5827623,9466451,33802377,21798268,1446311,785607,3733518,1419449,5371747
1888,4,9,27500,5,6,13,1,1,2,2,2,2,221.72,55,1,539316,9119,637555,21345,209631,0,11781,5853,3614,150087
1889,4,8,102000,7,2,14,1,1,2,2,2,2,137.78,38,1,2571825,361182,654503,394612,683945,54988,158782,17054,284188,900012
1890,3,5,8300,3,7,14,1,2,2,1,2,2,808.04,21,1,0,9877,13242,8409,16460,0,8496,0,0,11241
1891,4,9,80000,6,1,5,1,1,1,2,2,2,226.15,62,1,155566,10776,25752,0,116528,0,3320,784,763,174929
1892,3,7,1400,2,6,12,1,1,2,2,2,2,2544.74,57,2,110301,16511,3445,9059,25253,940,17445,49,2288,11315
1893,2,3,1500,2,5,25,1,1,2,2,2,2,2724.37,11,2,78758,5961,8015,2342,39649,0,57342,22613,33505,19395
1894,3,6,21250,4,7,18,1,1,2,2,2,2,419.28,31,2,136260,103031,0,469575,582909,0,19134,296,12751,97106
1895,4,9,40000,5,4,14,1,1,2,2,2,2,444.58,62,1,716984,356691,200706,304605,423715,0,0,6869,22801,88524
1897,3,5,26000,5,4,14,1,2,2,2,2,2,497.54,25,1,99284,877423,250288,342682,485203,0,28398,26599,105084,92413
1898,1,1,6800,3,1,13,1,1,2,2,2,2,2739.65,2,1,291862,0,6696,839,4859,0,2057,293,112,6481
1899,4,8,3000,2,2,18,1,1,2,2,2,2,1711.45,37,2,78029,3278,1007,15032,57275,5538,13687,12616,12878,13075
1900,1,2,8700,3,2,2,1,1,2,2,2,2,406.42,6,1,456834,10358,4061,28663,28885,0,5700,5609,26164,15740
1902,3,7,15000,4,7,5,1,2,2,1,2,2,652.3,34,1,1367,9763,8236,0,25330,0,8202,3388,2949,18394
1903,4,9,10000,3,3,6,1,2,2,2,2,2,2463.5,43,2,303951,89655,40590,11696,293702,109761,292310,10828,32920,101163
1904,2,3,2500,2,1,13,1,1,2,2,2,2,780.38,11,2,203349,5133,7602,894,9197,2755,61585,0,0,14265
1905,3,5,600000,9,6,2,1,2,1,2,2,2,43.52,23,1,4381120,6254471,2842425,530056,17937408,325632,2780297,1105398,3698562,4909113
1907,1,2,2200,2,6,26,1,1,2,2,2,2,2739.65,8,2,113446,0,0,47,1511,0,2383,2,73,1214
1908,3,7,15000,4,3,25,1,1,2,2,2,2,734.43,32,2,50519,13203,5712,194,33575,0,3707,72,356,12537
1909,3,5,87000,6,4,16,1,1,1,2,2,2,195.52,23,2,3994233,1120916,2968021,9136235,2627444,267067,106970,58087,599566,3374033
1910,4,9,100000,6,7,23,1,2,2, ,2,2,88.09,47,2,56245,380461,610862,750385,2190125,0,356719,59358,84521,625190
1911,3,7,20250,4,5,18,1,2,2,2,2,2,503.46,34,2,18822,100668,40716,525658,74336,0,15624,0,0,75559
1912,2,3,15000,4,5,12,1,2,2,2,2,2,776.54,14,1,133674,11609,7115,2036,103652,8219,56932,1682,1653,98907
1913,3,5,62000,6,7,2,1,2,2,2,2,2,74.86,21,2,825045,1164830,116417,87492,1626049,0,223071,69345,2274847,627074
1915,1,2,4000,2,2,25,1,1,2,2,2,2,406.42,9,2,183592,84153,5624,1243,45693,0,0,321,6695,24557
1920,1,2,265000,8,5,14,1,1,1,2,2,2,81,5,2,17229477,0,8360934,645354,4604757,0,2863440,201404,1500880,2627130
1921,4,9,47000,5,6,8,1,1,2,2,2,2,243.77,62,2,975566,457579,141954,1527805,763954,0,52275,37971,144615,592840
1922,3,7,2000,2,7,26,1,2,1,2,2,2,2544.74,35,1,730,3481,643,26,2729,0,12147,1,313,5627
1923,1,2,30000,5,2,7,1,1,2,2,2,2,228.2,9,2,729292,247081,481859,1019897,451389,0,40483,14069,13275,556188
1924,3,5,370000,8,7,14,1,1,1,2,2,2,126.7,28,2,195426,8586951,4654710,1424585,6354308,142644,281525,47968,1162068,1111494
1925,2,3,1750,2,2,2,1,1,2,2,2,2,780.38,14,2,71855,7038,1646,831,24875,0,8040,1815,1800,4466
1926,2,3,48500,5,4,14,1,1,1,2,2,2,188.03,13,1,2760030,796610,1449398,1389831,3131810,71898,1206477,362055,5240549,284453
1928,3,7,88000,6,5,2,1,1,2,2,2,2,140.5,35,1,2657758,2126496,846402,149139,2771567,0,231894,24510,159327,719637
1929,3,5,1200,2,6,26,1,2,2,2,2,2,2544.74,52,2,0,28444,10152,0,21492,0,0,83,2448,18669
1930,3,7,480000,8,7,2,1,2,2,2,2,2,24.47,70,2,576199,7468740,2528355,157742,10286584,0,166159,178590,1178542,3234672
1931,1,2,120000,7,4,18,1,1,2,2,2,2,135.43,8,2,1012882,450152,0,3774784,5239243,286274,74833,20163,60582,1214111
1933,1,2,7000,3,3,14,1,1,2,2,2,2,1926.09,63,1,532375,62115,30874,15189,131322,0,16310,4228,17780,14290
1934,4,9,270000,8,6,2,1,2,1,2,2,2,51.21,42,1,174323,1500420,1389884,631018,6983617,0,104471,191761,3075840,1947041
1935,4,8,6200,3,4,8,1,2,2,2,2,2,1390.68,37,2,36306,4415,3922,2672,153492,0,8838,9622,5930,26444
1936,3,5,7100,3,8,5,1,2,2,2,2,2,807.37,26,2,0,0,0,0,18079,0,0,0,0,10705
1937,4,8,1500,2,6,15,1,2,1,1,2,2,1390.68,37,2,0,27991,18518,0,21768,0,198274,976,0,49119
1941,3,5,3800,2,6,23,1,2,2, ,2,2,2544.74,26,2,2108,7258,1564,4486,13094,0,2133,355,505,4207
1942,2,3,25000,4,6,23,1,1,2, ,2,2,404.15,12,1,2289473,114717,272407,315613,921169,307256,150036,24966,35549,258689
1943,3,6,700000,9,4,16,1,1,1,2,2,2,5.49,30,2,65117127,16177415,21697346,29826612,34525091,1364592,607437,387164,1410789,14141538
1944,3,7,1500000,10,7,24,1,1,1, ,2,2,24.03,33,1,15460300,25632689,10368058,8425681,37715403,2801318,6054520,1007472,1434553,12674390
1945,3,5,1100,2,6,2,1,2,2,2,2,2,2544.74,27,2,5101,18375,2014,732,32729,0,23057,28,1431,8050
1946,2,4,4550,2,8,2,1,1,2,2,2,2,2724.37,20,1,357147,77961,12676,3949,270699,0,33021,6152,26188,47685
1947,4,9,59000,6,6,2,1,1,2,2,2,2,39.99,47,2,36920,99542,23513,32120,208231,0,26023,18479,75356,54145
1948,2,4,8000,3,2,1,2,2,2,2,2,2,4044.03,18,2,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
1949,4,8,3300,2,7,7,1,2,2,1,2,2,1883.06,39,1,0,0,517,0,1252,0,2800,0,0,4281
1950,2,3,28000,5,3,14,1,1,2,2,2,2,317.92,16,1,1915281,45214,198802,234766,228884,0,42693,9036,46777,29924
1951,3,5,36000,5,6,18,1,2,2,1,2,2,133.87,21,1,200857,189025,0,0,1019942,0,299698,469,1490,130467
1953,1,2,50000,5,4,2,1,1,1,2,2,2,406.42,10,2,1781671,1041736,517864,46284,3264056,0,238556,98392,178213,973604
1954,3,6,25000,4,6,2,1,2,2,2,1,2,734.43,30,1,3419000,0,58360,11479,132131,0,34841,7166,41839,46075
1955,2,3,31000,5,7,4,1,1,2,2,1,2,496.39,16,1,3290251,670984,747320,109749,1201715,0,1420909,59815,960362,1131323
1956,2,4,1200,2,7,25,1,2,2,1,2,2,2447.55,19,1,0,5043,2817,0,58856,0,37791,588,0,5113
1958,3,6,3500,2,5,15,1,1,2,2,2,2,1446.07,31,2,38956,55708,21275,35480,27596,252994,142005,251,0,38060
1959,3,6,15000,4,7,26,1,1,2,2,2,2,734.43,31,2,360192,33362,65231,9421,238180,0,28044,2742,11014,97441
1960,2,4,23000,4,8,26,1,1,2,2,2,2,80.08,17,2,2476668,10911,276520,4343,416485,0,50907,7625,7486,180810
1961,3,5,2600,2,6,2,1,2,2,2,2,2,3187.23,25,1,7178,34404,1709,771,33047,0,18733,6068,8796,15458
1962,3,5,52000,6,6,23,1,2,2, ,2,2,206.11,21,1,874095,536958,446596,529463,1545327,0,251696,41882,59637,466412
1964,3,5,150000,7,5,23,1,1,2, ,2,2,34.02,22,1,2062094,2600943,1675274,2057911,6006360,2098770,978291,162788,231795,1861241
1966,3,7,370000,8,4,2,1,1,1,2,2,2,5.49,33,2,6769685,3349550,2730913,1414437,3746121,144540,201961,170888,2016870,2485356
1967,2,3,58000,6,4,23,1,1,2, ,2,2,80.08,15,2,2349097,368054,624366,336464,2135619,418098,347841,57881,82417,609354
1968,3,5,104000,7,4,14,1,1,2,2,2,2,145.38,24,1,303120,1449624,947389,250351,809057,44310,112291,20997,508536,768780
1969,3,5,4000,2,6,2,1,2,2,2,2,2,1331.23,26,1,3998,49995,4845,1210,32987,0,33062,22546,17959,13991
1970,2,3,1800,2,2,91,1,2,2,2,2,2,1337.85,13,1,0,0,0,2934,39448,0,151951,0,0,42237
1971,2,3,150000,7,6,14,1,2,2,2,2,2,330.7,14,2,2459450,732207,2086236,280859,1682195,102027,128012,26799,291208,369366
1972,3,6,83000,6,7,2,1,1,2,2,2,2,308.22,30,1,1447524,205267,69199,16268,294807,7267,28804,25452,70840,108397
1973,3,6,5000,2,2,25,1,1,2,2,2,2,2314.83,31,1,104028,16027,2692,0,25087,0,0,1428,386,10150
1974,2,3,120000,7,1,5,1,1,2,2,2,2,221.64,64,2,202966,8833,80127,3131,89324,0,9774,589,156,90708
1975,4,9,700000,9,8,25,1,1,1,2,2,2,89.9,62,2,686588,2999279,1692474,306897,15548922,1568199,188799,31108,70036,1961017
1976,3,7,38000,5,6,2,1,2,2,2,2,2,190.78,34,2,88035,787851,196015,31315,501935,0,25663,111996,168120,309508
1977,1,2,35000,5,4,12,1,1,2,2,2,2,224.72,10,1,1335764,17549,46162,0,121747,0,6081,1996,709,98598
1978,3,5,3400,2,6,13,1,1,2,2,2,2,1945.16,26,2,37528,8196,4973,103,3073,0,0,0,0,11432
1979,4,9,10000,3,7,5,1,2,2,2,2,2,1288.73,43,2,0,0,0,259,65289,0,0,0,1882,30374
1980,2,3,7000,3,7,2,1,2,2,2,2,2,2724.37,64,2,161656,24425,10495,0,129510,0,22378,14600,58909,49716
1981,2,4,2600,2,2,12,1,2,2,1,2,2,2724.37,18,2,0,3533,515,52,3773,0,5902,0,0,7110
1984,1,2,20000,4,3,25,1,1,2,2,2,2,869.22,5,1,253911,6377,11218,0,51426,0,0,8,213,22050
1986,3,5,4000,2,5,23,1,2,2, ,2,2,2544.74,28,2,6090,40783,7465,21406,62477,0,10176,1693,2411,20653
1987,2,3,6500,3,5,26,1,1,2,2,2,2,1344.43,13,1,214959,1885,5690,211,16240,0,5765,7,2502,17359
1988,2,4,3250,2,4,5,1,1,2,2,2,2,2724.37,17,2,374562,4948,1474,818,40871,0,15370,5997,2430,7469
1989,3,5,3000,2,7,26,1,2,2,2,2,2,2314.83,23,2,0,0,0,0,937,0,0,0,0,2563
1991,2,3,260000,8,1,13,1,1,2,2,2,2,221.64,11,1,23989653,117780,961630,31922,213035,381808,25554,1855,6472,512991
1992,4,8,1200,2,5,18,1,2,2,1,2,2,1701.66,37,2,4480,609,0,11130,4704,0,5996,0,0,1718
1993,3,5,15250,4,6,25,1,1,2,2,2,2,2314.83,25,2,304544,65130,64015,90020,414268,0,59793,38098,115745,102806
1994,3,5,40000,5,3,15,1,2,2,1,2,2,958.07,27,2,10723,586759,765051,0,494432,0,159813,7014,19719,207840
1996,3,5,2000,2,6,26,1,2,2,2,2,2,2314.83,25,1,785,5005,0,114,7603,0,14366,1527,0,13311
1997,2,3,106000,7,5,2,1,1,2,2,2,2,93.85,13,2,612723,485372,447125,427,1786945,0,699521,228037,29768,2941712
1998,3,5,67000,6,8,23,1,1,2, ,2,2,187.34,56,1,2309486,1373941,858524,1052478,3078066,2369668,501343,83423,118788,957691
1999,3,6,66000,6,6,2,1,1,2,2,2,2,201.14,31,2,467608,422721,226798,14090,2215860,0,109418,27667,173567,755699
2001,3,6,16250,4,3,2,1,2,2,2,1,2,1663.26,30,1,1110000,115836,160227,20779,412350,0,70078,40286,120645,191622
2002,2,3,84000,6,2,2,1,1,1,2,2,2,199.06,12,1,7893333,271815,801629,375081,1534645,0,0,143014,464761,969779
2003,1,2,10500,4,5,15,1,1,2,2,2,2,1711.45,9,1,385833,32933,81969,221519,234433,1010917,128101,238,630,30901
2006,1,1,8800,3,1,5,1,1,2,2,2,2,2739.65,3,2,223418,0,0,0,1852,0,0,0,0,2369
2007,3,7,120000,7,7,4,1,1,2,2,2,2,121.02,57,1,1864488,7589965,1322485,439401,4615628,0,1170977,743645,4089453,1513904
2009,3,5,15000,4,8,25,1,2,2,2,2,2,807.37,28,2,27835,422824,157018,33824,596954,0,147903,19045,16336,166753
2010,1,2,15250,4,7,12,1,1,2,2,2,2,406.42,5,2,1000058,10927,18650,6810,34476,0,8111,0,1159,57306
2014,2,3,160000,7,6,14,1,1,2,2,2,2,124.19,14,1,6527261,21203,754576,136051,1009772,43931,109810,10565,221043,129354
2015,2,3,15000,4,2,15,1,1,2,2,2,2,565.53,64,1,2338067,57311,199652,252441,584156,2674964,93452,1229,11907,53673
2017,3,7,2500,2,3,25,1,2,2,2,2,2,2314.83,33,1,24067,21679,4841,0,66900,0,26715,687,0,15060
2018,3,5,16750,4,7,5,1,2,2,2,2,2,665.62,28,1,0,182407,45628,0,329612,0,0,0,0,55381
2019,4,8,1800,2,5,25,1,1,2,2,2,2,2739.65,38,1,164349,30580,10490,4323,79496,0,203138,19472,13310,27483
2020,3,6,1001,2,1,5,2,2,2,2,2,2,2314.83,31,2,                  ,                  ,0,                  ,0,                  ,0,0,0,                  
2021,3,6,1900,2,8,5,1,2,2,2,2,2,3452.96,29,1,7435,0,0,0,82599,0,99581,0,0,28288
2022,1,1,4200,2,8,91,1,2,2,1,2,2,2739.65,1,2,11047,0,8299,0,36428,0,165030,102,2799,67601
2023,4,8,7200,3,4,1,1,1,2,2,2,2,869.22,37,1,386491,562,2900,1874,13827,0,0,1877,1791,28772
2024,3,5,22250,4,8,26,1,2,2,1,2,2,2314.83,25,1,1119,32683,20482,48,61511,0,13534,0,230,46503
2025,2,4,25500,5,6,2,1,1,2,2,2,2,364.88,20,1,1157935,164030,146017,160918,510680,0,47480,80564,173750,96067
2026,2,4,4000,2,2,8,1,2,2,1,2,2,2724.37,19,1,3472,8394,1990,200,19275,0,4475,8,1109,17276
2027,1,2,45000,5,5,13,1,1,2,2,2,2,99.27,6,1,4963096,187991,885945,101795,500284,0,84822,421,0,221039
2028,2,4,35500,5,2,14,1,1,2,2,2,2,214.9,19,2,2011341,292459,293715,313048,321191,0,70337,5150,44534,52087
2031,1,2,112000,7,7,6,1,1,1,2,2,2,86.75,5,2,6501590,380740,940120,383558,3227604,2010355,10824075,100392,229476,884998
2032,4,9,122000,7,6,23,1,1,2, ,2,2,240.9,41,2,807655,2207882,1022039,765857,3664317,378444,596829,99312,141412,5437551
2033,4,9,24750,4,2,14,1,2,2,1,2,2,403.22,40,2,0,170265,121881,78924,107493,0,20234,8822,18967,20894
2034,2,3,25000,4,5,24,1,1,2, ,2,2,199.06,11,1,611669,56026,168152,170356,576923,85517,92614,15411,21944,158291
2036,1,2,70000,6,3,14,1,2,1,1,2,2,238.32,7,1,6795810,51348,706087,205323,644543,34531,81236,26040,69157,101675
2037,4,9,22500,4,3,14,1,1,2,2,2,2,869.22,55,2,608187,0,73489,22163,108611,3478,7273,3908,2396,10241
2038,3,5,1550,2,5,13,1,1,2,2,2,2,2314.83,25,1,54512,2703,549,441,544,171,2870,0,0,2061
2039,4,9,63000,6,3,8,1,1,2,2,2,2,152.82,41,2,399347,933802,274542,84147,1752208,77970,409014,147770,153158,710590
2040,3,5,3050,2,1,12,1,2,1,2,2,2,2546.83,21,1,70316,1406,225,19,1438,0,2192,23,0,3097
2041,2,3,3500,2,5,6,1,1,2,2,2,2,2724.37,14,2,269726,16325,19663,14682,157575,68709,551310,5744,3657,25042
2043,3,7,63000,6,5,23,1,2,2, ,2,2,190.78,35,1,170196,2050069,595060,631988,1844563,0,0,49992,71185,689428
2045,2,3,58000,6,7,14,1,1,2,2,2,2,214.9,64,2,1787762,245326,532430,166366,598815,47456,96451,21455,31436,139798
2046,3,6,2400,2,5,26,1,2,2,2,2,2,3187.23,29,1,0,793,5237,0,8520,0,0,0,0,7970
2047,1,1,17000,4,1,13,1,1,1,2,2,2,869.22,53,2,636078,566,29567,3976,6506,1031,761,307,799,5994
2048,3,5,38000,5,7,5,1,2,2,2,2,2,406.52,26,2,3268,56838,21062,3119,96607,0,27046,4823,7319,76830
2049,2,4,225000,8,6,2,1,1,1,2,2,2,42.03,20,1,8053141,2521916,1380872,165118,5109944,0,92524,291226,954193,1896242
2050,2,3,124000,7,3,26,1,1,1,1,2,2,75.21,12,2,41828,0,498000,46200,655766,0,0,0,0,2680877
2051,3,6,12500,4,5,25,1,2,2,2,2,2,3913.45,29,1,4489,0,0,0,101148,0,0,222,0,33825
2052,3,5,240000,8,3,15,1,2,2,2,1,2,14.11,24,2,9140078,0,4213423,565877,1769386,6757919,438607,8976,23596,1007628
2053,2,3,3500,2,7,91,1,1,2,2,2,2,2447.55,13,2,158194,5092,2625,580,35057,0,10256,8,1176,31510
2054,2,3,40500,5,1,14,1,1,2,2,2,2,364.88,13,2,1325879,0,36104,15555,22003,0,2279,54,0,11553
2055,4,9,3000,2,2,6,1,1,2,2,2,2,2996.93,42,1,0,0,0,10207,17027,0,380012,2867,898,8455
2056,3,6,3600,2,7,8,1,1,2,2,2,2,2314.83,30,1,7011,13117,5770,920,35566,0,21434,1553,1319,37237
2057,3,5,13000,4,1,15,1,1,2,2,2,2,2379.15,22,2,174920,25074,121488,291868,118471,617429,178681,707,0,59293
2058,3,5,200001,8,7,25,1,1,2,2,2,2,70.71,26,2,1833641,6397368,2063432,444332,15300558,864584,1347318,61268,11205,1320909
2059,2,3,315000,8,4,13,1,2,1,2,1,2,39.54,15,2,31493919,1962286,12318676,132795,4305386,0,201954,366587,907480,3014129
2061,3,7,56000,6,7,14,1,2,2,2,2,1,199.54,34,1,410259,0,1345524,541741,1706266,0,37092,10969,25714,374257
2062,4,9,16000,4,8,5,1,2,2,2,2,2,1462.12,43,1,21837,11803,7430,0,59212,0,0,0,0,27330
2063,4,8,700000,9,6,16,1,1,1,2,2,2,11.26,38,1,63054408,25051943,22160047,32861639,28197786,2728816,1338739,955577,1668381,11665385
2064,1,1,410000,8,8,18,1,1,1,2,2,2,135.43,53,2,3697652,994707,803650,13887910,6980794,875951,2386759,14700,813965,2075151
2065,1,2,26500,5,3,14,1,1,2,2,2,2,352.58,7,1,1811278,114839,179099,205152,186257,10427,37027,2124,46476,30702
2066,3,5,2400,2,7,14,1,2,2,2,2,2,734.43,22,1,36630,33984,16111,34859,25303,0,14895,3985,0,4474
2067,3,6,12500,4,5,26,1,1,2,2,2,2,2314.83,31,2,371572,27370,48146,0,113211,0,12419,4533,3390,71919
2068,4,8,13500,4,6,5,1,1,2,2,2,2,1433.2,38,2,711407,8914,7515,0,89001,0,11642,1357,2391,11749
2069,1,1,30000,5,1,2,1,1,2,2,2,2,406.42,3,2,542207,56838,97391,9647,237985,8591,13459,8930,5634,128151
2070,3,7,5000,2,7,6,1,2,2,2,2,2,2544.74,49,1,31580,374380,12319,6047,69580,0,201488,2856,8269,52298
2071,2,4,2800,2,1,1,1,1,2,2,2,2,776.54,19,2,0,0,0,0,679,0,2895,0,0,37742
2072,3,6,25001,5,7,26,1,2,2,2,2,2,808.04,29,1,166494,199204,193119,4529,293221,0,15170,6918,18005,175708
2076,3,7,5600,3,7,15,1,1,2,2,2,2,1589.69,35,1,33049,328884,74095,434335,454059,666258,447379,2788,3837,57556
2077,3,5,5000,2,7,2,1,2,2,1,2,2,2314.83,25,1,1906,13833,3142,843,32013,0,0,3623,2699,12177
2079,2,4,280000,8,6,24,1,1,2, ,2,2,41.82,19,2,5433361,3078045,1571890,1540545,5518528,200290,885899,147414,209904,1753522
2080,3,5,900000,9,6,2,1,1,1,2,2,2,24.59,28,1,1304426,25422420,5716870,802481,16535760,1519385,1892374,1747002,5280046,7751696
2081,2,3,120000,7,5,17,1,1,2,2,2,2,402.35,64,2,6323994,268747,409515,6835840,2149336,291043,54968,8410,9676,303166
2082,2,3,88000,6,5,2,1,1,1,2,2,2,220.48,16,1,2429604,1268134,1067049,471174,2780323,56951,547492,529703,4128217,918860
2083,4,9,5000,2,7,2,1,2,2,2,2,2,2996.93,40,2,0,3488,1910,0,3621,0,7184,2,0,5700
2084,2,3,6000,3,6,2,1,1,2,2,2,2,2724.37,14,2,56293,140857,51773,8383,206361,0,78519,319,43925,149523
2085,3,6,1200,2,3,15,1,2,2,2,2,2,1446.07,29,1,11298,20660,3908,9907,19382,47504,55788,319,0,15380
2086,4,8,25000,4,7,12,1,1,2,2,2,2,944.4,46,1,91213,247357,81797,107063,634565,0,18462,7785,9740,213827
2088,2,3,16000,4,6,2,1,1,2,2,2,2,864.37,16,1,729226,99726,44323,16829,355814,0,98075,109918,153132,124509
2089,3,5,20000,4,7,5,1,1,2,2,2,2,808.04,24,2,351262,14814,52918,12618,404850,0,0,13328,21583,59091
2090,4,9,2850,2,5,26,1,2,2,2,2,2,2739.65,43,1,5747,0,14251,263,67374,0,39698,0,0,26207
2092,4,9,5500,3,2,2,1,1,2,2,2,2,944.4,41,2,74232,42420,6042,1125,72914,0,49188,0,5891,21466
2093,2,3,15000,4,5,25,1,2,2,2,2,2,679.47,13,1,215196,75448,34596,0,338702,0,36125,2112,4145,122189
2094,4,8,8000,3,6,26,1,2,2,2,2,2,781.6,37,1,3460,0,0,240,93860,0,0,9,304,13447
2095,3,5,2400,2,6,15,1,1,2,2,2,2,1591,24,2,63874,58042,45562,235790,75628,107431,378496,3104,0,34781
2096,4,9,4050,2,7,14,1,2,2,2,2,2,1926.09,40,2,13920,34601,7753,10543,59054,0,0,1647,7669,4567
2097,3,5,16000,4,7,12,1,2,2,2,2,2,69.29,27,1,0,421705,29689,0,226673,0,0,0,0,192590
2099,2,4,39500,5,8,17,1,1,1,2,2,2,317.92,18,1,1677398,218527,443134,1237662,490763,41637,198771,11823,16047,232828
2100,1,2,500000,8,8,91,1,1,1,2,2,2,171.88,5,1,32100510,3655410,5269903,1901396,30797582,3452235,234788,482554,372950,13363703
2101,3,5,138000,7,5,23,1,1,2, ,2,2,77.4,21,2,7653191,1252277,1417956,0,4906456,0,0,132977,189348,1438252
2102,1,2,130000,7,7,17,1,1,2,2,2,2,135.43,7,1,2362495,676603,722143,1397789,2541301,122312,268524,17110,43262,1617355
2103,2,3,140000,7,5,16,1,1,1,2,2,2,78.69,11,2,17724262,831943,4752492,5180304,5110688,433409,172966,276156,828328,1893658
2105,3,5,355000,8,5,16,1,1,1,2,1,2,12.79,24,2,86920977,0,12407987,13303906,23638602,1804096,2034127,1357910,4512836,7195171
2106,4,9,192000,7,6,2,1,1,2,2,2,2,94.9,42,1,1669070,594553,886672,215667,2439575,183111,29717,303070,1077109,961197
2107,4,9,13000,4,2,15,1,1,2,2,2,2,622.11,59,2,34557,112991,154849,305739,166346,1259610,327022,14540,26440,139523
2108,3,5,2400,2,1,2,1,1,2,2,2,2,2546.83,21,2,84452,2496,0,0,33502,0,6198,2398,962,4721
2109,3,5,130000,7,7,23,1,1,2, ,2,2,77.4,21,2,9277763,1688813,1906287,2260001,6596194,0,1074361,178774,254558,1934068
