PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
2532,3,5,3750,2,3,5,1,2,2,2,2,2,4,1,1955,  ,1,2,1,2,1, ,12,2,2,1,2,40,3,10,4,1,2,1,1,2,1,2,100, ,50,50,6358.9,2,31
2533,3,7,55000,6,3,5,1,1,2,2,2,2,5,2,1948,  ,2, ,1,2,1, ,12,2,2,1,2,50,4,10,4,1,1,1,1,2,2,2,25, ,25,25,653.85,1,12
2534,3,7,18750,4,6,2,1,1,2,2,2,2,4,1,1987,  ,2, ,2,3,2,2,12,2,2,1,2,40,3,35,5,1,1,1,1,2,2,2,100, ,80,100,515.96,1,3
2535,2,3,6000,3,2,18,1,1,2,2,2,2,2,1,1931,  ,2, ,1,2,1, ,12,1,1, , ,168,7,2,2,1,1,1,1,2,2,2,100, ,100,50,576.19,2,26
2536,3,7,130000,7,8,14,1,1,2,2,2,2,5,1,1998,  ,1,3,1,2,1, ,11,2,2,1,1,65,5,70,6,1,2,1,1,1,2,2,100, ,100,90,30.83,1,12
2537,3,5,900000,9,5,2,1,2,2,2,2,2,4,992,1974,  ,2, ,21,6,1, ,12,2,2,1,1,121,6,3250,11,1,2,1,1,2,2,2,100, ,100,100,9.37,1,31
2538,3,5,7000,3,6,23,1,2,2,2,2,2,5,1,1986,  ,2, ,3,3,1, ,12,2,2,1,1,78,5,14,4,1,2,1,1,2,2,2,100, ,100,100,546.71,1,1
2539,1,1,12500,4,3,25,1,2,1,2,2,2,1,2,1950,  ,2, ,1,2,2,2,12,2,2,1,1,52,4,5,3,1,2,1,1,2,2,2,40, ,40,40,5713.48,1,25
2540,4,9,12500,4,5,12,1,1,2,2,2,2,4,2,1978,  ,2, ,1,2,1, ,12,1,2,1,1,12,2,3,2,1,2,1,1,1,2,2,75, ,75,100,464.4,2,10
2541,4,8,50001,6,8,14,1,1,2,2,2,2,2,1,1998,  ,1,3,1,2,1, ,12,2,2,1,2,60,4,50,6,1,1,1,1,1,2,2,100, ,100,95,114.76,2,20
2542,2,3,4000,2,1,15,1,1,2,2,2,2,2,3,1857,  ,2, ,1,2,1, ,12,1,2,1,1,85,6,6,3,1,1,1,1,1,2,2,100, ,30,30,3494.37,1,21
2543,1,2,11250,4,3,15,1,1,2,2,2,1,3,3,1952,  ,2, ,10,4,1, ,12,2,2,1,1,70,5,65,6,1,1,1,1,1,2,2,100, ,90,65,6254.55,1,6
2544,3,5,2500,2,3,14,1,2,2,2,2,2,3,2,1952,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,12,4,1,2,1,1,2,2,2,100, ,90,50,3235.21,1,43
2545,3,5,1250,2,2,25,1,1,2,2,2,2,4,1,1920,  ,2, ,1,2,2,2,12,2,2,2,1,25,2,2,2,1,2,1,1,2,2,2,100, ,100,100,508.18,1,5
2546,1,1,40000,5,4,2,1,1,2,2,2,2,2,4,1965,  ,2, ,26,6,2,2,12,1,2,1,2,60,4,100,7,1,1,1,1,2,2,2,100, ,80,100,166.52,1,20
2547,3,7,35000,5,3,17,1,1,1,2,2,2,4,1,1955,  ,2, ,1,2,2,2,12,2,1, , ,168,7,30,5,1,2,1,1,1,2,1,100, ,100,99,497.28,2,3
2548,3,7,42500,5,1,1,2,2,2,2,2,2,5,3,1901,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,231.38,2,42
2549,3,7,21250,4,5,6,1,1,2,2,2,2,5,1,1973,  ,2, ,1,2,1, ,12,2,2,1,1,112,6,30,5,1,1,1,1,2,2,2,100, ,100,100,178.86,1,15
2550,1,2,60000,6,3,13,1,2,2,2,1,2,3,1,1957,  ,2, ,1,2,1, ,12,2,2,1,1,90,6,6,3,1,2,2,1,2,2,2,100, ,   ,100,157.28,1,33
2551,3,6,10000,3,4,18,1,2,2,2,2,2,4,2,1964,  ,2, ,1,2,1, ,12,2,2,1,1,112,6,6,3,1,2,1,1,2,2,2,100, ,100,100,422.52,1,39
2552,3,5,80000,6,5,25,1,1,2,2,2,2,5,2,1977,  ,2, ,1,2,2,1,12,2,2,1,1,62,5,23,5,1,2,1,1,2,2,2,80, ,50,85,179.79,1,40
2553,3,5,21250,4,7,13,1,2,2,2,1,1,3,4,1994,  ,2, ,1,2,1, ,12,2,2,1,1,60,4,24,5,1,1,1,1,1,2,2,100, ,100,100,414.39,1,29
2554,2,3,95000,6,5,14,1,2,2,2,1,2,2,6,1976,  ,1,2,1,2,1, ,12,2,2,1,1,74,5,200,7,1,2,1,1,2,2,2,100, ,100,100,113.63,2,7
2555,2,3,5500,3,2,5,1,1,2,2,2,2,2,1,1931,  ,2, ,1,2,1, ,12,2,2,1,2,15,2,6,3,1,2,2,1,2,2,2,0,1,   ,50,523.39,1,13
2556,4,9,11250,4,3,2,1,1,2,2,2,2,4,2,1957,  ,2, ,1,2,1, ,12,2,2,1,2,41,3,37,5,1,2,1,1,2,2,2,100, ,100,90,232.23,2,41
2557,4,9,60000,6,8,2,1,1,2,2,1,1,4,2,1998,  ,2, ,5,3,2,2,12,1,2,1,1,60,4,262,8,1,1,1,1,2,2,2,100, ,100,100,136.63,2,21
2558,4,9,6000,3,4,14,1,1,2,2,2,2,4,1,1964,  ,1,3,1,2,1, ,9,1,2,1,2,45,3,12,4,1,2,1,2,2,2,2,100, ,100,100,5338.15,1,11
2559,3,6,1500,2,7,2,1,2,2,1,2,2,4,1,1993,  ,2, ,1,2,1, ,2,1,2,1,1,40,3,2,2,1,2,1,1,2,2,2,100, ,100,85,5057.23,2,39
2560,1,2,9000,3,1,25,1,2,1,2,2,2,2,3,1900,  ,2, ,1,2,1, ,12,2,2,1,1,70,5,12,4,1,2,1,1,2,2,2,100, ,15,100,6418.18,1,9
2561,2,3,170000,7,8,25,1,1,2,2,2,2,2,1,1997,  ,2, ,1,2,2,2,12,2,2,1,1,102,6,175,7,1,2,1,1,2,2,1,90, ,85,100,40.25,1,1
2562,4,9,11250,4,5,14,1,1,2,2,2,2,5,1,1977,  ,1,2,1,2,1, ,12,2,2,1,1,70,5,11,4,1,2,1,1,2,2,2,80, ,80,95,405.41,1,2
2563,4,9,400000,8,7,2,1,1,1,2,2,2,3,6,1992,  ,1,2,1,2,1, ,12,2,2,1,1,60,4,1900,10,1,1,1,1,1,2,1,100, ,100,100,14.49,2,29
2564,2,3,16250,4,5,5,1,1,2,2,2,2,3,1,1973,  ,2, ,1,2,2,2,12,2,2,1,1,90,6,15,4,2,2,1,1,2,2,2,   , ,5,50,493.51,1,22
2565,1,1,130000,7,5,14,1,1,2,2,1,2,2,7,1974,  ,1,1,1,2,1, ,12,2,2,1,1,87,6,100,7,1,2,1,1,2,2,2,100, ,100,80,27.35,2,26
2566,4,8,25001,5,5,12,1,1,2,2,2,2,2,1,1978,  ,2, ,5,3,2,2,12,2,2,1,1,44,3,0,1,1,1,1,1,2,2,2,100, ,60,100,219.31,2,10
2567,3,5,25000,4,7,2,1,2,2,2,2,2,3,2,1993,  ,2, ,2,3,1, ,12,2,2,1,2,77,5,45,5,1,2,1,1,2,2,2,100, ,100,100,193.81,1,14
2568,2,4,55000,6,5,14,1,2,2,2,1,2,3,4,1970,  ,1,2,1,2,1, ,12,2,2,1,1,86,6,85,6,1,2,1,1,2,2,2,100, ,98,80,28.42,1,8
2569,3,5,950000,9,4,16,1,1,1,1,1,1,4,11,1967,  ,2, ,1,2,1, ,12,2,1, , ,168,7,2400,10,1,1,1,1,1,2,1,100, ,100,100,34.17,2,31
2570,4,8,100001,7,4,2,1,1,1,2,2,2,2,3,1969,  ,1,3,1,2,1, ,12,2,1, , ,168,7,200,7,1,2,1,1,1,2,1,100, ,100,80,145.77,2,10
2571,2,3,500001,9,4,13,1,2,1,2,1,1,2,3,1968,  ,2, ,1,2,1, ,12,2,2,1,1,126,6,150,7,1,2,1,1,2,2,1,100, ,100,40,34.04,2,26
2572,1,1,50000,5,1,14,1,1,1,2,2,2,2,3,1895,  ,2, ,1,2,1, ,12,2,2,1,1,72,5,20,5,1,1,1,1,1,2,2,100, ,15,100,196.75,1,16
2573,4,9,325000,8,7,2,1,1,1,2,2,2,3,4,1993,  ,1,2,5,3,1, ,12,1,2,1,2,50,4,850,9,1,1,1,1,1,2,1,100, ,95,100,15.37,2,29
2574,2,4,12500,4,3,12,1,2,2,1,2,2,3,3,1959,  ,2, ,1,2,1, ,12,2,2,2,1,9,2,3,2,1,1,1,1,2,2,2,100, ,100,2,98.16,2,41
2575,2,4,5000,2,3,12,1,2,2,1,2,2,2,2,1949,  ,2, ,1,2,1, ,12,2,1, , ,168,7,1,2,1,2,1,1,2,2,2,100, ,100,100,5670.63,2,13
2576,1,2,1800000,10,3,16,1,1,1,2,1,2,3,991,1949,  ,1,1,1,2,1, ,12,1,1, , ,168,7,1700,10,1,1,1,1,1,2,1,100, ,85,95,8.54,1,11
2577,3,5,100001,7,8,5,2,2,2,2,2,2,5,1,1998,  ,2, ,1,2,2,2,12,1,2,2,2,25,2,2,2,2,2,2,2,2,2,2,   , ,   ,   ,34.28,1,38
2578,1,2,950000,9,6,24,1,2,2,2,2,2,3,2,1980,  ,2, ,90,7,2,1,12,1,2,1,1,91,6,425,8,1,2,1,1,1,2,2,100, ,100,100,9.15,1,32
2579,3,5,27500,5,3,14,1,2,1,2,2,2,3,3,1957,  ,2, ,2,3,2,1,12,2,2,1,1,68,5,10,4,1,1,1,1,2,2,2,100, ,80,50,182.3,1,31
2580,2,4,65000,6,6,23,1,1,2,2,2,2,3,1,1983,  ,2, ,5,3,2,2,12,2,2,1,1,126,6,53,6,1,2,1,1,1,2,2,100, ,100,100,178.28,2,8
2581,4,8,12500,4,5,12,1,1,2,2,2,2,2,1,1978,  ,2, ,1,2,1, ,12,2,2,2,1,8,2,4,2,1,1,1,1,2,2,2,100, ,50,100,5670.63,1,30
2582,3,7,27500,5,5,2,1,1,2,2,2,2,5,2,1971,  ,1,3,2,3,2,1,12,1,2,1,2,40,3,12,4,1,1,1,1,2,2,2,100, ,100,100,329.86,2,42
2583,1,2,4750,2,3,8,1,2,1,2,2,2,2,2,1956,  ,2, ,1,2,1, ,12,2,1, , ,168,7,3,2,1,2,1,1,2,2,2,95, ,10,80,2911.94,1,37
2584,4,9,8000,3,4,26,1,1,2,1,2,2,4,1,1966,  ,2, ,2,3,2,2,12,2,2,1,1,50,4,10,4,1,1,1,1,2,2,2,100, ,20,100,508.18,2,38
2585,3,7,140000,7,5,17,1,1,2,2,2,2,4,1,1974,  ,2, ,1,2,1, ,12,2,1, , ,168,7,80,6,1,2,1,1,1,2,2,100, ,100,100,202.13,1,3
2586,1,2,10000,3,3,25,1,1,2,2,2,2,3,1,1955,  ,2, ,2,3,2,2,12,2,2,1,1,72,5,4,2,1,1,1,1,2,2,2,100, ,100,100,6017.26,2,17
2587,2,4,250000,8,8,1,1,1,2,2,2,2,3,1,1999,99,2, ,0,1, , ,0,1, , , ,0,1,0,1,1,1,2,2,2,2,2,100, ,   ,   ,21.41,1,44
2588,2,3,650000,9,7,2,1,1,2,2,2,2,2,13,1992,  ,2, ,2,3,2,1,12,1,2,1,1,60,4,1500,10,1,2,1,2,1,2,2,100, ,100,95,16.08,1,40
2589,1,1,225000,8,3,13,1,2,1,2,1,2,1,4,1947,  ,2, ,1,2,1, ,12,2,2,1,1,128,6,75,6,1,2,1,1,2,2,1,100, ,40,80,26.67,1,9
2590,2,3,60000,6,6,14,1,2,2,2,2,2,2,2,1982,  ,2, ,1,2,1, ,12,2,2,1,2,60,4,46,5,1,2,1,1,1,2,1,100, ,100,100,156.82,2,26
2591,1,2,65000,6,7,2,1,1,2,2,2,2,3,5,1992,  ,2, ,1,2,2,2,12,2,2,1,2,40,3,150,7,1,2,1,1,2,2,2,80, ,80,75,202.34,2,28
2592,2,4,150000,7,1,14,1,1,2,2,2,2,1,3,1910,  ,1,2,1,2,1, ,10,2,2,1,1,50,4,96,6,1,2,1,1,1,2,2,100, ,10,95,145.77,1,18
2593,1,1,4000,2,4,91,1,2,1,2,2,2,1,1,1960,  ,2, ,1,2,2,2,11,2,2,1,2,40,3,6,3,1,1,1,1,2,1,2,100, ,10,100,5685.6,1,9
2594,2,3,8500,3,3,15,1,1,2,2,2,2,2,1,1948,  ,2, ,1,2,1, ,12,2,2,1,1,90,6,12,4,1,1,1,1,1,2,2,100, ,100,50,5984.84,1,7
2595,2,3,65000,6,8,14,1,1,2,2,2,2,2,1,1996,  ,1,3,1,2,1, ,12,2,2,1,2,70,5,46,5,1,1,1,2,1,2,2,100, ,100,100,116.32,1,34
2596,1,1,60000,6,6,18,1,1,2,2,2,2,2,3,1987,  ,2, ,1,2,1, ,12,2,1, , ,168,7,50,6,1,2,1,1,1,2,2,100, ,60,50,221.52,2,15
2597,4,8,42500,5,5,2,1,2,2,2,2,2,5,3,1978,  ,2, ,16,5,2,2,12,1,2,1,1,56,4,120,7,1,2,1,1,2,2,2,100, ,100,90,244.17,1,32
2598,4,8,180000,7,8,16,1,1,1,2,2,2,2,2,1997,  ,2, ,1,2,1, ,12,1,1, , ,168,7,125,7,1,2,1,1,1,2,1,100, ,100,100,28.78,2,10
2599,4,9,17500,4,4,15,1,1,2,2,2,2,4,1,1968,  ,2, ,1,2,2,2,12,2,2,1,1,156,6,40,5,2,2,1,1,1,1,2,   , ,30,80,636.5,2,34
2600,3,5,100000,6,6,5,1,1,2,2,2,2,3,1,1983,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,2,2,1,2,2,2,2,2,2,0,1,   ,100,30.32,2,44
2601,4,9,60000,6,8,14,1,1,2,2,2,1,4,2,1997,  ,1,2,1,2,2,2,10,2,2,1,2,55,4,150,7,1,2,1,1,1,2,2,100, ,20,100,133.26,1,17
2602,4,8,25001,5,4,14,1,1,2,2,2,2,2,2,1968,  ,2, ,1,2,1, ,10,2,2,1,2,40,3,7,3,1,1,1,1,2,2,2,100, ,60,80,414.39,1,30
2603,3,5,300000,8,6,23,1,2,2,2,2,2,5,1,1984,  ,2, ,26,6,2,1,12,2,2,1,1,110,6,200,7,1,2,1,1,1,2,2,90, ,98,100,123.3,1,38
2604,2,4,225000,8,8,16,1,1,2,2,2,2,1,2,1999,2,1,2,1,2,1, ,9,2,1, , ,168,7,645,9,1,1,1,1,1,2,2,100, ,100,100,29.17,1,41
2605,4,8,20000,4,7,6,1,1,2,2,2,2,1,2,1995,  ,2, ,5,3,1, ,12,2,1, , ,168,7,24,5,1,2,1,1,1,2,2,100, ,100,100,355.9,1,22
2606,4,9,50000,5,4,5,1,1,2,2,2,2,4,2,1969,  ,2, ,3,3,2,2,12,1,2,1,1,100,6,25,5,1,1,1,1,2,2,2,30, ,75,100,142.27,2,34
2607,4,9,500001,9,5,2,1,1,2,2,2,2,4,991,1975,  ,2, ,3,3,1, ,12,2,1, , ,168,7,1800,10,1,1,1,1,2,2,2,100, ,100,100,16.08,2,25
2608,3,6,225000,8,8,14,1,2,2,2,2,2,4,1,1999,3,1,2,1,2,1, ,4,1,2,1,2,60,4,86,6,1,2,1,2,1,2,2,100, ,100,100,30.73,1,2
2609,4,8,32500,5,4,2,1,1,1,2,2,2,5,2,1967,  ,1,2,1,2,1, ,12,1,1, , ,168,7,100,7,1,2,1,1,2,2,1,100, ,100,100,400.44,2,32
2610,3,6,55000,6,4,11,1,1,1,1,2,2,4,2,1963,  ,2, ,1,2,2,1,12,2,2,1,1,138,6,55,6,1,1,1,1,2,2,2,10, ,10,100,103.6,2,24
2611,2,4,110000,7,4,16,1,1,1,1,2,2,1,2,1962,  ,2, ,1,2,1, ,12,2,1, , ,168,7,100,7,1,1,1,1,1,2,1,100, ,95,100,85.79,1,31
2612,3,5,600000,9,6,24,1,1,2,2,2,2,3,3,1988,  ,2, ,111,8,2,1,12,2,2,1,1,72,5,400,8,1,2,1,1,1,2,1,100, ,100,100,6.05,2,29
2613,1,2,55000,6,7,14,1,1,2,2,2,2,2,2,1994,  ,2, ,1,2,1, ,12,2,2,1,1,72,5,68,6,1,2,1,1,2,2,2,100, ,100,90,150.99,1,37
2614,3,6,40000,5,5,2,1,1,2,2,2,2,4,1,1975,  ,2, ,2,3,1, ,12,2,2,1,2,50,4,38,5,1,2,1,2,2,2,2,100, ,33,100,422.78,2,24
2615,4,9,70000,6,5,2,1,2,2,2,2,2,4,5,1972,  ,2, ,15,5,2,1,12,1,2,1,1,48,3,200,7,1,2,1,2,2,2,2,50, ,80,80,249.97,2,17
2616,3,5,17500,4,3,2,1,1,1,2,2,2,4,1,1954,  ,2, ,1,2,1, ,12,2,2,1,2,55,4,55,6,1,1,1,1,2,2,1,100, ,100,90,352.62,1,31
2617,3,6,60000,6,7,14,1,2,2,2,2,2,4,2,1992,  ,2, ,1,2,1, ,12,1,2,1,2,65,5,14,4,1,2,1,1,2,2,2,100, ,100,100,441.66,2,39
2618,1,2,30000,5,1,14,1,2,2,2,1,2,3,3,1903,  ,2, ,1,2,1, ,12,1,2,1,1,60,4,11,4,1,2,1,1,2,2,2,100, ,100,100,157.06,1,33
2619,4,8,30000,5,6,5,1,2,2,2,2,2,5,1,1985,  ,2, ,5,3,2,2,12,2,2,1,2,50,4,20,5,1,2,1,1,2,2,2,17, ,17,100,182.51,2,19
2620,2,4,400000,8,8,2,1,1,1,2,2,2,3,9,1998,  ,2, ,1,2,1, ,12,2,2,1,1,48,3,1370,10,1,1,1,1,2,2,1,100, ,95,90,21.41,2,21
2621,3,6,40000,5,6,5,1,2,2,2,2,2,4,1,1982,  ,2, ,1,2,1, ,12,1,2,1,1,40,3,4,2,1,2,2,2,2,2,2,1, ,   ,0,176.28,2,39
2622,1,2,400000,8,3,2,1,2,1,2,2,2,3,3,1953,  ,2, ,1,2,1, ,12,2,2,1,1,60,4,850,9,1,2,1,1,1,2,1,100, ,90,95,102.89,2,17
2623,4,8,17500,4,2,5,1,1,2,2,2,2,2,2,1940,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,1,2,1,1,2,2,2,5, ,5,   ,479.06,1,30
2624,1,2,900000,9,2,2,1,1,2,2,1,2,3,991,1921,  ,2, ,8,4,2,1,12,1,2,1,1,50,4,1000,10,1,1,1,1,1,2,2,60, ,100,95,11.53,2,36
2625,3,5,5500,3,2,5,1,1,2,2,2,2,4,1,1926,  ,2, ,3,3,1, ,12,2,2,1,1,60,4,11,4,1,1,1,1,1,2,2,49, ,49,50,3494.37,2,43
2626,4,9,30000,5,7,2,1,1,2,2,2,2,4,1,1990,  ,2, ,2,3,2,2,12,2,2,1,1,50,4,100,7,1,2,1,1,2,2,2,100, ,100,100,1.04,1,26
2627,3,5,1250,2,2,25,1,2,2,1,2,2,4,1,1940,  ,2, ,1,2,2,2,12,2,2,1,2,50,4,4,2,1,2,2,1,2,2,2,90, ,   ,50,482.42,1,31
2628,3,5,200000,7,6,2,1,2,1,2,2,2,5,3,1986,  ,2, ,1,2,1, ,12,2,2,1,1,60,4,100,7,1,2,1,1,1,2,1,100, ,100,100,165.7,2,40
2629,3,7,300000,8,5,5,1,1,2,2,2,2,5,1,1973,  ,2, ,1,2,2,2,12,2,2,1,1,40,3,25,5,1,1,2,2,2,2,2,100, ,   ,100,16.06,2,42
2630,1,1,275000,8,7,2,1,2,1,2,2,2,2,4,1990,  ,2, ,4,3,2,1,12,2,2,1,2,55,4,1000,10,1,2,1,1,1,2,1,100, ,100,100,16.34,2,35
2631,3,5,700000,9,5,24,1,2,1,1,2,2,4,2,1979,  ,2, ,91,7,1, ,12,1,2,1,1,71,5,1100,10,1,2,1,1,1,2,1,100, ,100,100,23.25,2,31
2632,3,6,22500,4,2,13,1,1,2,2,2,2,5,2,1920,  ,2, ,1,2,1, ,12,2,2,1,1,46,3,4,2,1,1,1,1,2,2,2,65, ,100,70,2821.41,2,1
2633,3,6,30000,5,5,17,1,1,2,1,2,2,5,1,1972,  ,2, ,1,2,1, ,12,2,1, , ,168,7,90,6,1,2,1,1,1,2,1,100, ,100,100,497.28,1,1
2634,4,9,225000,8,5,18,1,2,1,1,2,2,5,5,1978,  ,2, ,6,4,1, ,12,2,2,1,1,105,6,207,7,2,2,1,1,1,2,1,   , ,70,80,129.43,2,15
2635,2,4,8500,3,3,13,1,2,2,1,2,2,3,2,1948,  ,2, ,1,2,1, ,12,2,2,2,2,10,2,3,2,1,2,1,1,2,2,2,100, ,100,80,5387.1,2,41
2636,3,7,35000,5,5,18,1,1,2,2,2,2,5,2,1970,  ,2, ,1,2,1, ,12,2,1, , ,168,7,20,5,1,2,1,1,2,2,2,100, ,95,100,944.16,1,4
2637,3,5,3250,2,1,25,1,2,1,2,2,2,3,2,1900,  ,2, ,1,2,2,2,8,1,2,2,1,24,2,3,2,1,2,2,2,2,2,2,50, ,   ,50,654.06,1,14
2638,3,7,50001,6,3,12,1,1,2,2,2,2,4,2,1954,  ,2, ,1,2,1, ,12,2,2,1,1,70,5,20,5,1,2,1,1,1,2,2,100, ,30,50,469.93,2,3
2639,1,2,17500,4,1,14,1,2,1,2,2,2,3,4,1886,  ,2, ,1,2,1, ,12,1,2,1,2,40,3,37,5,1,2,1,1,2,2,2,100, ,33,80,414.39,2,35
2640,2,3,2000,2,5,8,1,1,2,2,2,2,1,2,1976,  ,2, ,1,2,1, ,12,2,2,1,2,68,5,6,3,1,1,1,1,2,2,2,100, ,100,50,576.19,2,34
2641,1,2,50001,6,2,26,1,1,2,2,2,2,3,4,1940,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,26,5,1,1,1,1,2,2,2,100, ,50,50,167.7,1,17
2642,4,9,25001,5,5,23,1,1,2,2,2,2,3,1,1975,  ,2, ,11,5,2,2,12,1,2,1,1,98,6,41,5,1,1,1,1,1,2,2,100, ,100,100,122.04,1,29
2643,2,3,900000,9,2,5,1,1,2,2,2,2,2,6,1923,  ,2, ,12,5,2,2,12,2,2,1,1,55,4,15,4,1,2,1,1,2,2,2,3, ,1,50,9.54,2,26
2644,1,2,150000,7,2,2,1,1,1,2,2,2,3,991,1923,  ,2, ,40,6,2,1,12,1,2,1,2,60,4,250,8,1,1,1,1,2,2,2,100, ,90,90,36.68,1,34
2645,4,8,190000,7,8,23,1,1,2,2,2,2,2,2,1998,  ,2, ,35,6,2,1,12,1,2,1,1,80,5,300,8,1,2,1,1,1,2,2,100, ,100,100,40.79,2,10
2646,1,1,100001,7,5,18,1,2,2,2,1,2,2,9,1971,  ,2, ,1,2,1, ,12,1,1, , ,168,7,2,2,1,2,2,1,2,2,2,95, ,   ,95,34.17,1,20
2647,3,7,95000,6,7,25,1,2,2,2,2,2,4,1,1991,  ,2, ,1,2,2,2,4,1,2,1,1,98,6,200,7,1,2,1,2,1,2,2,100, ,100,100,211.12,1,15
2648,3,7,5001,3,3,18,1,1,2,2,2,2,5,1,1955,  ,2, ,1,2,1, ,12,2,1, , ,168,7,2,2,1,1,1,1,2,2,2,100, ,100,100,3494.37,2,4
2649,4,9,110000,7,4,14,1,1,1,2,2,2,3,2,1964,  ,2, ,1,2,1, ,12,1,2,1,1,70,5,52,6,1,2,2,1,1,2,2,100, ,   ,90,87.17,1,29
2650,3,6,27500,5,8,13,1,1,2,2,2,2,4,1,1998,  ,1,3,1,2,1, ,12,2,2,1,1,84,5,12,4,1,2,1,1,2,2,2,100, ,100,85,151.26,2,24
2651,1,2,950000,9,4,2,1,1,1,2,1,2,3,992,1968,  ,2, ,29,6,2,1,12,2,2,1,1,75,5,4500,11,1,1,1,1,1,2,1,99, ,99,100,9.37,1,23
2652,4,9,110000,7,4,5,1,1,2,2,2,2,4,1,1961,  ,2, ,1,2,2,2,12,2,2,1,2,100,6,150,7,2,2,1,1,2,2,2,   , ,50,100,125.51,2,34
2653,4,9,16250,4,5,25,1,1,2,2,2,2,1,2,1976,  ,2, ,1,2,2,2,6,1,2,1,1,58,4,12,4,1,2,1,1,2,2,2,100, ,100,100,224.3,1,33
2654,2,4,35000,5,4,23,1,1,2,2,2,2,3,2,1963,  ,2, ,16,5,2,2,12,1,2,1,1,84,5,100,7,1,2,1,1,1,2,2,100, ,100,100,523.66,2,44
2655,3,7,12500,4,7,8,1,1,2,2,2,2,5,1,1992,  ,1,3,1,2,1, ,12,2,2,1,2,10,2,6,3,1,2,1,1,2,2,2,100, ,100,75,171.34,2,4
2656,1,1,130000,7,4,5,1,2,2,2,2,2,2,2,1968,  ,2, ,1,2,1, ,12,2,2,1,1,69,5,94,6,1,2,1,2,2,2,2,100, ,25,100,90.83,2,30
2657,2,4,21250,4,8,13,1,1,2,2,2,2,3,1,1997,  ,2, ,2,3,1, ,12,2,2,1,1,50,4,2,2,1,2,1,1,2,2,2,100, ,100,75,449.62,2,23
2658,4,9,140000,7,8,2,1,1,1,2,2,2,4,5,1998,  ,2, ,13,5,2,1,12,1,2,1,2,69,5,260,8,1,2,1,1,1,2,1,85, ,85,100,14.7,1,35
2659,1,2,400000,8,8,24,1,1,2,2,2,2,3,5,1996,  ,2, ,15,5,2,1,12,1,2,1,1,84,5,9,3,1,1,1,1,1,2,2,50, ,50,90,9.88,2,20
2660,4,9,70000,6,8,5,1,2,2,2,2,2,4,1,1996,  ,2, ,1,2,2,2,12,2,2,1,2,40,3,50,6,1,2,1,1,2,1,2,15, ,15,100,146.16,1,30
2661,1,1,90000,6,4,5,1,2,1,2,2,2,1,2,1967,  ,2, ,3,3,1, ,12,2,2,1,1,54,4,80,6,1,2,1,2,2,2,2,100, ,15,100,172.4,1,9
2662,3,7,200001,8,8,5,1,1,2,2,2,2,5,1,1998,  ,2, ,4,3,2,2,12,2,2,1,2,40,3,75,6,1,2,1,1,2,1,2,100, ,50,100,30.83,1,2
2663,2,3,23750,4,8,91,1,1,2,2,2,2,2,1,1998,  ,2, ,3,3,2,1,12,2,1, , ,168,7,1,2,1,2,1,1,2,2,2,100, ,10,100,449.62,1,7
2664,4,9,55000,6,8,2,1,1,2,2,2,2,3,2,1999,2,2, ,1,2,2,2,8,2,2,1,2,85,6,250,8,1,1,1,1,2,2,2,100, ,100,100,128.79,2,29
2665,3,5,12500,4,3,13,1,2,2,1,2,2,3,1,1955,  ,1,1,1,2,1, ,12,2,2,1,1,48,3,3,2,1,2,1,1,2,2,2,100, ,30,100,390.1,1,43
2666,2,3,95000,6,8,18,1,1,2,2,2,2,2,3,1996,  ,2, ,1,2,1, ,12,2,1, , ,168,7,28,5,1,1,1,1,1,2,2,100, ,98,95,114.17,2,26
2667,4,9,18750,4,2,4,1,1,2,1,2,2,4,2,1940,  ,2, ,1,2,2,1,12,2,2,1,1,48,3,30,5,1,1,1,1,2,2,2,60, ,40,75,184.6,2,38
2668,2,3,4000,2,2,2,1,1,2,2,2,2,2,2,1930,  ,2, ,1,2,2,1,12,2,2,1,2,50,4,11,4,1,2,1,1,2,2,2,100, ,100,75,537.86,1,9
2669,3,7,100001,7,6,14,1,1,2,2,2,2,5,2,1981,  ,2, ,1,2,1, ,12,2,2,1,1,75,5,135,7,1,2,1,1,2,2,2,100, ,100,100,27.84,2,42
