PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,FKTYPFO7 ,FKTYPDS7 ,FKTYPKR7 ,ABLEGEN7 ,ELHT17   ,NGHT17   ,FKHT17   ,PRHT17   ,STHT17   ,HWHT17   ,ELHT27   ,NGHT27   ,FKHT27   ,PRHT27   ,STHT27   ,HWHT27   ,ELCOOL7  ,NGCOOL7  ,FKCOOL7  ,PRCOOL7  ,STCOOL7  ,HWCOOL7  ,ELWATR7  ,NGWATR7  ,FKWATR7  ,PRWATR7  ,STWATR7  ,HWWATR7  ,ELCOOK7  ,NGCOOK7  ,FKCOOK7  ,PRCOOK7  ,STCOOK7  ,HWCOOK7  ,ELMANU7  ,NGMANU7  ,FKMANU7  ,PRMANU7  ,STMANU7  ,HWMANU7  ,NGGENR7  ,FKGENR7  ,PRGENR7  ,GENUSE7  ,NGOTH7   ,FKOTH7   ,PROTH7   ,STOTH7   ,HWOTH7   ,ELLOCUT7 ,ELNONLU7 ,ELOTSRC7 ,ELLUPCT7 ,NGLOCUT7 ,NGOTSRC7 ,ADJWT7   ,PAIR7    ,STRATUM7
02269,3,5,  75000.00,06,06,08,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  659.55,2,29
02270,4,8, 475000.00,08,04,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   14.51,2,37
02271,2,3, 140000.00,07,06,02,1,1,1,2,2,2,7,7,7,1,1,2,2, , , ,2,1,2, , , ,1,2,2, , , ,1,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  230.15,2,34
02272,2,3, 225000.00,08,03,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,   28.44,1,11
02273,2,3,   4500.00,02,02,01,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 6837.18,1,13
02274,2,4,  15000.00,04,05,01,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  331.45,2,05
02275,1,2, 650000.00,09,03,16,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,2,2,2, ,2, ,1,2,2, ,2, ,2,2,2, ,1, ,1,1,2, ,2, ,2,2,2, ,2, ,2,1, ,1, , , , , ,1,2,2,   ,2,1,    7.97,2,11
02276,4,8,  13750.00,04,01,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  185.69,1,22
02277,2,3, 170000.00,07,08,18,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   30.52,1,26
02278,2,4,  37500.00,05,03,07,1,2,2,2,1,1, , , ,1,2, , , ,1,2,2, , , ,2,2,1, , , ,2,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , , , ,1,2,2,   , , ,   43.64,1,31
02279,4,8,  65000.00,06,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  706.66,1,10
02280,4,8,  42500.00,05,05,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  173.78,1,30
02281,1,2,  90000.00,06,04,18,1,2,2,2,2,1, , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  185.83,1,20
02282,4,9,  95000.00,06,04,14,1,1,2,2,2,1, , , ,1,2,2, , , ,1,1,2, , , ,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , ,1, , , , , ,1,2,2,   ,1,2,  192.98,2,43
02283,3,5,  16250.00,04,03,14,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  436.80,2,43
02284,2,4, 120000.00,07,06,14,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,9,9,9,   , , ,   26.67,1,23
02285,3,6, 120000.00,07,02,16,1,2,2,2,1,1, , , ,2,2, , , ,1,2,2, , , ,2,1,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , , , , , , , , ,1,2,2,   , , ,   27.35,2,02
02286,4,8, 225000.00,08,06,02,1,1,1,2,2,2,2,1,2,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   31.22,1,37
02287,3,5,  10001.00,04,04,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  185.83,2,44
02288,3,5, 100001.00,07,05,07,1,2,2,2,2,1, , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  108.91,1,31
02289,1,1,  10000.00,03,01,01,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,2, ,2, , , ,2, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  236.07,1,15
02290,1,2,  21250.00,04,01,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  193.81,1,17
02291,4,8,  13750.00,04,06,05,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  519.51,2,32
02292,3,7,   5001.00,03,04,08,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 6300.15,1,42
02293,2,3,  42500.00,05,04,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,  145.44,2,12
02294,4,8,   5500.00,03,05,26,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  654.06,1,22
02295,3,7,   6500.00,03,05,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  437.44,1,33
02296,2,3,   9000.00,03,02,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  118.39,2,05
02297,2,3, 400000.00,08,06,16,1,2,1,2,1,2,2,1,2,1,2, ,2, ,1, ,1, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,1,2,2,   , , ,   15.22,1,34
02298,1,2,  35000.00,05,05,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  243.65,2,40
02299,4,9,   8000.00,03,04,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  352.83,2,41
02300,2,3, 900000.00,09,08,05,1,1,1,2,2,2,7,7,7,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,2,1,   10.71,1,07
02301,1,2,  50000.00,05,08,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  201.85,2,37
02302,1,2, 900000.00,09,06,11,1,1,1,1,2,2,1,1,2,1,2,1,2,2, , ,2,2,1,2, , ,1,2,2,2, , ,1,1,1,2, , ,1,2,2,2, , ,2,2,2,2, , ,2,1,2,1, , ,1, , ,1,2,2,   ,1,2,  102.22,1,17
02303,3,7,   3500.00,02,05,08,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  423.22,2,33
02304,3,7,  60000.00,06,02,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  165.01,1,04
02305,3,6,   1500.00,02,03,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2911.94,2,06
02306,2,3,   9000.00,03,07,23,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  792.97,2,13
02307,2,3,  10000.00,03,05,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  616.83,2,26
02308,3,7,   2500.00,02,01,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5263.16,1,42
02309,1,2, 650000.00,09,06,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   28.73,2,38
02310,3,7,  75000.00,06,02,02,1,1,1,2,2,2,7,7,7,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  197.88,1,27
02311,4,9,   5500.00,03,04,23,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  457.09,1,22
02312,2,4,  25001.00,05,07,07,1,1,1,2,2,2,7,7,7,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,2, , , , , ,1,2,2,   ,1,2,  340.24,2,24
02313,3,7,   1500.00,02,06,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5764.94,1,15
02314,3,5, 120000.00,07,05,18,1,1,1,2,2,2,2,1,2,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   36.91,2,01
02315,4,8,  22500.00,04,06,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  245.85,2,19
02316,2,4,   2750.00,02,01,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2929.05,1,18
02317,1,1, 200001.00,08,04,14,1,1,1,1,2,2,1,2,2,1,2,1,2,2, , ,1,2,1,2, , ,1,2,2,2, , ,1,1,1,2, , ,1,2,2,1, , ,2,2,2,2, , ,2,2,1,1, , , , , ,1,2,2,   ,2,1,   32.13,2,42
02318,4,9,   3250.00,02,05,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 5678.98,1,29
02319,1,2,   4000.00,02,05,26,1,2,1,1,2,2,2,2,1,2,2, ,2,1, , ,1, ,1,2, , ,2, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , ,2, ,2,2, , , ,2,2, , , , , , ,1,2,2,   , , ,  209.66,2,18
02320,1,2,   3000.00,02,03,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  555.70,1,18
02321,1,2, 350000.00,08,03,02,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,   15.37,1,20
02322,3,6,  21250.00,04,06,18,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  422.78,1,39
02323,3,5,1500000.00,10,07,24,1,1,1,2,2,2,2,1,2,1,1,2,2, , , ,2,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   14.00,1,31
02324,3,7,   3000.00,02,01,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  548.18,2,42
02325,1,2,  60000.00,06,05,14,1,1,1,2,2,2,1,2,2,2,1,2,2, , , ,2,1,1, , , ,1,2,2, , , ,1,2,1, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  121.93,2,28
02326,2,3, 110000.00,07,02,02,1,2,2,2,1,1, , , ,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,2,2, , , ,2,2, , , , , , , , , ,1,2,2,   , , ,   29.02,1,07
02327,2,3,  50000.00,05,01,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  211.66,1,39
02328,4,9, 300000.00,08,05,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , ,1, , , , , ,1,2,2,   ,1,2,   17.06,1,21
02329,4,9,  10000.00,03,06,02,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  471.87,1,41
02330,3,6,  40000.00,05,02,02,1,2,2,2,1,2, , , ,2,2, , , ,1, ,1, , , ,2, ,1, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,2,2,1,   , , ,  143.58,2,39
02331,4,8,   2500.00,02,06,01,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  422.78,2,30
02332,1,2,   7000.00,03,04,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 6341.84,1,33
02333,2,3,  11250.00,04,07,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  523.39,2,13
02334,2,3,   2500.00,02,05,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2702.70,1,26
02335,3,7,  65000.00,06,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  161.76,2,21
02336,4,8,1400000.00,10,08,24,1,1,1,2,2,2,7,7,7,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   15.27,2,10
02337,2,3, 250000.00,08,04,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,1, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   15.37,1,34
02338,4,9,  13750.00,04,06,25,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  130.83,2,35
02339,4,9,  75000.00,06,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  188.42,1,37
02340,1,1,  12500.00,04,03,14,1,1,1,2,2,2,1,2,2,2,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  390.10,2,19
02341,2,4, 110000.00,07,08,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,   30.52,1,41
02342,1,2, 650000.00,09,06,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9,   98.30,1,17
02343,3,6,  42500.00,05,06,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  230.47,2,01
02344,2,3,   4000.00,02,05,91,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  391.42,1,07
02345,4,8, 110000.00,07,07,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  170.97,1,10
02346,2,3,  10000.00,03,08,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  815.58,2,25
02347,3,5,  55000.00,06,05,14,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  156.82,2,38
02348,3,5, 160000.00,07,04,14,1,1,2,1,2,2, , , ,1,2,1, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,2,1, ,2, , ,2,1, ,2, , ,2,2, ,2, , ,2, ,1,1, , , , , ,1,2,2,   ,1,2,  108.91,1,38
02349,2,3,  15000.00,04,02,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  187.11,2,23
02350,2,3, 550000.00,09,04,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,    7.97,2,32
02351,4,9,  32500.00,05,03,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,1,   ,2,1,  388.22,1,11
02352,2,4,  50001.00,06,05,18,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  201.82,2,08
02353,3,7,  35000.00,05,04,12,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  235.75,1,04
02354,3,5,  30000.00,05,02,15,1,2,1,1,2,2,1,2,2,1,2, ,1,2, , ,2, ,2,2, , ,1, ,2,2, , ,2, ,1,2, , ,1, ,2,1, , ,2, ,2,2, , , ,2,1,1, , , , , ,1,2,2,   , , ,  118.39,1,14
02355,4,9,  90000.00,06,03,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  166.63,2,11
02356,1,2,   9000.00,03,01,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 2911.94,1,17
02357,4,9,  30000.00,05,07,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,    1.04,1,26
02358,3,6,   1500.00,02,06,14,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , , 3437.24,1,01
02359,4,8,  27500.00,05,03,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  219.31,2,10
02360,3,5,  60000.00,06,05,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  169.04,1,38
02361,2,3,  27500.00,05,03,02,1,2,2,1,2,2, , , ,1,1, , ,2, , ,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,1,2, , , , , ,1,2,2,   , , ,  354.17,1,28
02362,4,8,   1750.00,02,02,26,1,1,2,1,2,2, , , ,2,2,1, ,2, , ,1,2, ,1, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2, ,2, , , , , , ,1,2,2,   ,1,2, 2969.92,1,22
02363,2,4, 160000.00,07,04,11,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,2,2, , , ,2,1, ,2, , , , , ,1,2,2,   ,1,2,  281.39,2,31
02364,1,2,  10000.00,03,03,07,1,2,1,1,2,2,1,2,2,1,2, ,1,2, , ,2, ,2,2, , ,2, ,2,2, , ,2, ,1,2, , ,2, ,2,2, , ,2, ,2,2, , , ,2,1,1, , , , , ,1,2,2,   , , , 7924.37,2,37
02365,4,8,  10000.00,03,04,15,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3235.21,2,32
02366,3,7,   4000.00,02,04,15,1,1,2,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,1, , , ,2,1,1, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,  463.55,1,42
02367,3,5,   5500.00,03,06,14,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 3437.24,1,38
02368,2,3,  65000.00,06,08,05,1,2,1,1,2,2,1,2,2,9,2, ,2,1, , ,2, ,2,2, , ,1, ,2,2, , ,2, ,1,2, , ,2, ,2,2, , ,1, ,1,2, , , ,2,2, , , , , , ,1,2,2,   , , ,  140.47,2,28
02369,3,7,  10000.00,03,01,12,1,1,2,2,2,2, , , ,9,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  204.91,1,12
02370,3,5,   2000.00,02,06,05,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , , 5984.84,2,19
02371,3,6,  32500.00,05,06,23,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  595.60,1,39
02372,2,3,  12500.00,04,05,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  224.74,1,07
02373,3,7,  30000.00,05,02,05,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  539.98,2,03
02374,4,9,  80000.00,06,03,14,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,1, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,  121.93,1,01
02375,3,7,  45000.00,05,02,11,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  227.72,1,25
