PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,ADJWT7   ,PAIR7    ,STRATUM7 ,HDD657   ,CDD657   ,MFUSED7  ,MFBTU7   ,MFEXP7   ,ELCNS7   ,ELBTU7   ,ELEXP7   ,zelcns7  ,zelexp7
03020,2,3, 225000.00,08,02,14,1,1,2,2,2,2,   91.57,1,26,  5429,   996,1,          13356893,    137450,        1358859,           4636427,     97818,0,0
03021,3,6, 120000.00,07,07,14,1,1,1,2,2,2,  174.33,2,39,  2706,  1895,1,          11204565,    106988,        1979953,           6755600,     90208,0,0
03022,1,1, 300000.00,08,08,13,1,1,2,2,2,2,   14.98,2,20,  5724,   768,1,          35031841,    799760,        7296988,          24897323,    733552,0,0
03023,2,3,   3250.00,02,01,01,1,1,2,2,2,2, 6893.93,1,21,  5961,   889,1,             67449,      1161,           2940,             10031,       682,0,0
03024,3,7,1500000.00,10,06,24,1,1,2,2,2,2,   23.25,2,24,  1818,  2596,1,          81164748,   1057708,       19938626,          68030592,   1003041,0,3
03025,4,9,  10001.00,04,03,18,1,2,1,2,2,2,  625.01,2,35,  4038,   619,1,            632747,      9828,         114980,            392312,      8022,3,0
03026,4,8,  75000.00,06,06,18,1,1,2,2,2,2,  100.11,1,10,  5830,   422,1,          25265994,    206805,        2926899,           9986579,    150091,0,0
03027,2,3, 300000.00,08,03,14,1,1,2,2,2,2,  213.99,1,15,  5961,   889,1,           4362948,     44635,         518266,           1768324,     39819,3,3
03028,3,5,  60000.00,06,07,13,1,2,2,2,2,2,  188.19,2,38,   363,  3331,1,           2071152,     44588,         607020,           2071152,     44588,0,0
03029,1,1, 150000.00,07,06,05,1,1,2,2,2,2,   32.68,1,40,  5198,   947,1,           5059931,    119679,        1103409,           3764832,    106617,0,0
03030,3,5,  50001.00,06,05,14,1,1,2,2,2,2,  156.82,1,19,  2606,  1820,1,           3194073,     47586,         437372,           1492313,     35515,0,0
03031,4,8,  15000.00,04,05,02,1,2,2,2,2,2,  352.62,1,32,  1228,  3578,1,           1607226,     42945,         471051,           1607226,     42945,0,0
03032,2,4,  15000.00,04,05,12,1,1,2,2,2,2,  464.40,2,42,  4955,  1123,1,            640630,      7019,          45652,            155765,      3610,3,0
03033,4,8,  16250.00,04,03,14,1,1,2,2,2,2,  390.10,2,10,  5480,   775,1,            990297,     11070,         132934,            453571,      8517,3,0
03034,3,5,   7500.00,03,03,23,1,2,2,2,2,2,  438.92,2,14,  4757,   678,1,            206740,      3355,          60592,            206740,      3355,0,0
03035,3,5,  40000.00,05,06,17,1,1,2,2,2,2,  633.02,1,05,  2949,  1352,1,           5099324,     67227,         864098,           2948302,     54965,0,0
03036,2,3, 200001.00,08,05,14,1,1,2,2,2,2,   86.00,1,32,  5780,   899,1,           4396370,     87611,         792067,           2702533,     75790,3,0
03037,3,5,  22500.00,04,05,26,1,2,1,2,2,2,  269.73,1,14,  3994,  1192,1,            755005,     14262,         170754,            582613,     12905,3,3
03038,3,5,   1500.00,02,06,26,1,2,2,2,2,2, 2860.78,1,38,  1074,  2702,1,             50300,      1002,          14742,             50300,      1002,0,0
03039,1,2, 190000.00,07,04,14,1,1,2,2,2,1,   34.17,2,25,  4558,  1123,1,          27278455,    618876,        5788560,          19750567,    535496,3,3
03040,2,4, 110000.00,07,06,02,1,2,2,2,2,2,  127.61,1,36,  4955,  1123,1,           8256477,    162645,        2419835,           8256477,    162645,0,0
03041,3,5,   2250.00,02,04,14,1,2,2,2,2,2, 3437.24,1,38,  1074,  2702,1,             48027,      1050,          14076,             48027,      1050,0,0
03042,4,9,   2500.00,02,05,05,2,2,2,2,2,2,  589.41,2,35,  3900,   178,2,                  ,          ,               ,                  ,          ,9,9
03043,1,2, 300000.00,08,08,14,1,1,1,2,2,2,   14.49,1,02,  4985,  1044,1,           7150393,    147349,        1268576,           4328381,    127387,3,3
03044,3,7,  37500.00,05,06,08,1,1,2,2,2,2,  388.22,1,04,   866,  3162,1,           3426829,     46578,         869418,           2966454,     44012,0,0
03045,1,2,1800000.00,10,03,02,1,1,1,2,1,2,   36.04,1,22,  4558,  1123,1,         256951388,   5373380,       42115385,         143697694,   4311813,0,0
03046,3,5, 950000.00,09,08,02,1,2,1,2,2,2,    6.65,1,31,  2944,  1534,1,          10883002,    200150,        3181496,          10855264,    200000,3,3
03047,2,3,  35000.00,05,03,13,1,1,2,2,2,2,  138.52,1,34,  6986,   514,1,           2326584,     31300,         325201,           1109586,     25034,0,0
03048,4,9,  60000.00,06,05,02,1,1,2,2,2,2,  243.93,1,17,  2906,   190,1,           5306960,    109875,        1089104,           3716023,     99967,0,0
03049,3,5,  12500.00,04,06,26,1,2,1,1,2,2,  956.23,1,14,  3994,  1192,1,            358012,      5664,          48549,            165649,      4364,0,3
03050,2,4,  15000.00,04,06,02,1,1,2,2,2,2,  193.81,2,24,  7543,   558,1,           1372815,     20979,         300022,           1023675,     19548,0,0
03051,4,9,  85000.00,06,06,02,1,1,2,2,2,2,  202.34,2,43,  1914,   751,1,           6282409,    152967,        1432805,           4888731,    144299,0,0
03052,4,9,  17500.00,04,06,23,1,1,2,2,2,2,  518.49,2,11,  4038,   619,1,           2232552,     33844,         560833,           1913562,     31689,3,3
03053,3,5, 130000.00,07,07,14,1,2,2,2,2,1,   34.17,2,15,  4406,  1129,1,          31654411,    425046,        5625560,          19194411,    307556,0,0
03054,2,4,  12500.00,04,07,23,1,1,2,2,2,2,  550.74,2,24,  7543,   558,1,           3081679,     23566,         169106,            576990,     10210,0,0
03055,1,2,  50000.00,05,07,05,1,1,2,2,2,2,  155.02,2,23,  4985,  1044,1,           8584290,    176230,        2269217,           7742568,    169838,0,0
03056,2,3,  50000.00,05,07,13,1,1,2,2,2,2,  202.56,1,25,  5961,   889,1,          10217070,    117330,        1276818,           4356503,     93978,0,0
03057,4,9, 275000.00,08,08,16,1,1,1,2,2,2,   21.61,2,11,  4038,   619,1,          43792037,    479659,        4401100,          15016553,    339658,0,0
03058,4,9,  80000.00,06,06,02,1,1,2,2,2,2,  202.34,1,37,  1914,   751,1,           8298374,    209686,        2139187,           7298906,    203737,3,3
03059,3,7,   8000.00,03,01,12,1,1,2,2,2,2,  335.60,1,03,  2926,  1896,1,            283222,      3900,          31437,            107263,      2914,0,0
03060,1,2,  11250.00,04,04,18,1,1,2,2,2,2,  490.14,2,27,  7084,   385,1,           2977419,     22158,          91834,            313338,     10946,0,0
03061,2,3, 450000.00,08,04,16,1,1,1,2,2,2,   15.22,1,32,  5780,   899,1,         152104038,   1455792,       18716238,          63859804,   1202889,0,0
03062,3,5,  22500.00,04,01,05,1,1,2,2,2,2,  120.89,2,44,  4919,  1013,1,            269878,      1943,           6506,             22198,       612,0,0
03063,4,9, 120000.00,07,06,14,1,2,2,2,1,2,   30.81,1,01,  5019,    54,1,          20741865,    196532,        2185189,           7455865,     71254,0,0
03064,1,2, 750000.00,09,02,02,1,1,2,2,2,2,    9.37,2,17,  5342,   938,1,          71134931,   1287527,       11950742,          40775932,   1106030,0,0
03065,3,5,  35000.00,05,04,01,1,1,2,2,2,2,  497.28,2,29,  4041,  1396,1,           4662264,     35839,         348590,           1189389,     23475,0,0
03066,4,8,   6000.00,03,03,18,1,1,2,2,2,2,  464.40,2,35,  6633,   216,1,            800963,      6714,          48250,            164629,      3439,3,0
03067,1,2,  25000.00,04,05,02,1,2,1,2,2,2,  161.70,2,18,  4985,  1044,1,           4302897,     49291,         976573,           3332067,     43769,0,0
03068,3,7,  37500.00,05,05,17,1,1,2,1,2,2,  188.47,2,15,  1500,  2724,1,           2560426,     55562,         284503,            970724,     45520,0,0
03069,4,9,   6000.00,03,01,02,1,1,2,2,2,2,  352.83,2,41,  1914,   751,1,            143537,      2087,          17278,             58953,      1395,0,0
03070,4,9,  23750.00,04,04,02,1,1,2,2,2,1,  331.45,1,43,  1914,   751,1,           1624291,     23050,         192134,            655561,     15829,3,3
03071,3,5,1500000.00,10,05,02,1,2,1,2,2,2,   18.93,2,40,    97,  4143,1,         121074820,   2096300,       35485000,         121074820,   2096300,0,0
03072,3,7,   2000.00,02,01,06,1,1,2,2,2,2,  423.22,1,42,   988,  3029,1,           1526780,     29862,         420512,           1434787,     29316,0,0
03073,3,5, 425000.00,08,04,16,1,1,1,2,2,2,   15.22,1,40,  4041,  1396,1,          99841388,    425949,       10957821,          37388085,    242116,0,0
03074,4,9, 300000.00,08,06,02,1,1,2,2,2,2,   15.37,2,43, 11665,     1,1,          50968944,    513154,        5791262,          19759786,    429622,0,0
03075,1,2,  90000.00,06,05,23,1,2,2,1,2,2,  568.09,1,09,  6328,   677,1,           3326168,     99616,         974844,           3326168,     99616,0,0
03076,4,9,  23750.00,04,06,23,1,2,2,2,2,2,  120.95,2,11,  3028,  1168,1,           2439273,     69999,         714910,           2439273,     69999,3,3
03077,1,2, 170000.00,07,07,14,1,1,1,2,2,2,   91.57,2,17,  4985,  1044,1,          19996812,    218318,        2382455,           8128936,    169328,0,0
03078,2,3,   5500.00,03,01,13,1,1,2,2,2,2,  436.80,2,09,  5961,   889,1,            308685,      3200,          10400,             35485,      1515,0,0
03079,3,5, 425000.00,08,08,05,1,1,2,2,2,2,   16.30,2,06,  2949,  1352,1,          11039487,    194295,        3149447,          10745913,    191556,3,3
03080,3,7,  47500.00,05,05,16,1,1,1,2,2,2,  152.18,2,15,  1500,  2724,1,           9677592,    174216,        2490223,           8496641,    166347,0,0
03081,1,2,  60000.00,06,07,02,1,2,1,2,1,2,  135.94,2,04,  4558,  1123,1,          10614526,    228244,        2272865,           7755015,    197329,0,0
03082,4,8,  90000.00,06,06,02,1,2,2,2,2,2,  116.16,2,06,  6633,   216,1,           6729406,    102795,        1972276,           6729406,    102795,3,3
03083,2,3,   3250.00,02,01,25,1,1,2,2,2,2,  482.42,1,26,  5429,   996,1,            106326,      1234,            401,              1368,       481,0,0
03084,1,2,   7000.00,03,02,15,1,2,2,1,2,2,  235.71,1,37,  5342,   938,1,            771061,     22662,         225985,            771061,     22662,3,0
03085,4,9,  47500.00,05,06,02,1,1,2,2,2,2,  198.99,2,41,  1914,   751,1,           1739807,     30082,         231487,            789834,     24066,3,0
03086,3,7,   2000.00,02,04,15,1,1,2,2,2,1,  625.01,2,15,  1500,  2724,1,            648552,      8136,          47353,            161568,      3517,0,0
03087,3,6, 900000.00,09,06,16,1,1,1,2,2,2,   14.37,2,39,  2706,  1895,1,         203936072,   2328215,       36540118,         124674883,   1898713,0,0
03088,3,5, 110000.00,07,02,05,1,1,2,2,2,2,   30.32,2,44,  4919,  1013,1,           7206055,     52358,         151747,            517761,      8589,0,0
03089,1,2,   7000.00,03,06,12,1,2,1,2,2,2, 2911.94,2,17,  4985,  1044,1,            181508,      1282,           3810,             13000,       492,0,0
03090,2,3,  16250.00,04,08,91,1,1,2,2,2,2,  449.62,1,34,  6986,   514,1,            576867,      5217,          39480,            134706,      2929,3,3
03091,2,3,  12500.00,04,03,14,1,1,2,2,2,2,  464.40,2,16,  6053,   811,1,            958547,      8891,          49379,            168481,      5051,0,0
03092,2,3,  23750.00,04,05,08,1,1,2,2,2,2,  193.81,1,01,  5603,   927,1,           1858114,     28846,         215857,            736504,     22731,0,0
03093,3,7,  27500.00,05,06,05,1,1,2,1,2,2,  569.90,1,33,  1200,  2774,1,           1073379,     17722,         225110,            768075,     15884,3,0
03094,3,6,  12500.00,04,03,25,1,1,2,2,2,2, 5713.48,2,24,  3143,  1784,1,            944325,     11060,         115751,            394942,      8391,0,0
03095,2,3,  12500.00,04,05,01,1,1,2,2,2,2,  414.39,1,22,  4944,  1101,1,            103396,      1153,           1955,              6670,       536,0,0
03096,4,8,  70000.00,06,07,08,1,1,2,2,2,2,  492.43,1,06,  6633,   216,1,           9443746,    106906,        1337186,           4562479,     84330,0,0
03097,3,6,  65000.00,06,06,17,1,1,1,2,2,2,  294.13,1,39,  3700,  1122,1,           8816022,    109230,        1563009,           5332987,     91495,0,0
03098,1,2, 180000.00,07,06,05,1,1,2,2,2,2,  101.74,1,37,  5342,   938,1,           4601733,     65501,         404526,           1380243,     46578,0,0
03099,1,2,  18750.00,04,06,17,1,1,2,2,2,2,  221.52,2,09,  5518,   744,1,           3841298,     37463,         277317,            946206,     18214,0,0
03100,2,3,  85000.00,06,05,23,1,1,2,2,2,2,  165.01,2,28,  4944,  1101,1,          12000540,    172517,        2850750,           9726759,    161074,0,0
03101,3,6,  32500.00,05,04,14,1,2,2,2,2,2,  414.39,2,06,  3143,  1784,1,           2567179,     47698,         752397,           2567179,     47698,0,0
03102,1,2,  10000.00,03,06,02,1,1,2,2,2,2,  464.46,1,27,  6328,   677,1,           2167441,     58057,         439604,           1499929,     52916,0,0
03103,3,7,  65000.00,06,05,02,1,1,2,2,2,2,  142.68,2,03,  3391,  1494,1,           5445414,     75206,        1458257,           4975573,     73573,0,0
03104,4,9,   2000.00,02,05,02,1,1,2,2,2,2, 5678.98,2,41,  1914,   751,1,            110647,      3295,          28116,             95932,      3128,0,0
03105,3,5, 110000.00,07,08,25,1,1,2,2,2,2,   34.28,1,40,  1818,  2216,1,          13868672,    252190,        4034909,          13767110,    251328,0,0
03106,1,1,   6000.00,03,01,02,1,2,1,2,2,2,  352.83,2,25,  6768,   535,1,            391768,      9047,          59540,            203150,      8022,0,0
03107,3,5,  35000.00,05,04,16,1,2,1,2,2,2,  157.06,1,43,  4732,   624,1,           3428861,     76248,         996812,           3401123,     76048,3,0
03108,3,5,  35000.00,05,04,05,1,2,2,2,2,2,  155.02,2,11,    97,  4143,1,             68100,      3095,          19959,             68100,      3095,0,0
03109,3,7,  75000.00,06,03,25,1,1,2,2,2,2,  165.01,1,04,   866,  3162,1,           1761758,     30383,         502258,           1713704,     30082,3,0
03110,3,5, 120000.00,07,08,23,1,2,1,2,2,2,   35.35,1,20,  2949,  1352,1,           2640685,     22934,         745040,           2542076,     22131,3,3
03111,4,8,   4250.00,02,05,02,1,1,2,2,2,2,  589.41,1,10,  5830,   422,1,            378809,      4652,          55652,            189885,      3713,0,0
03112,4,8,  15000.00,04,05,13,1,1,2,2,2,2,  220.91,2,30,  2850,  1494,1,            511948,      7852,         128993,            440124,      7220,0,0
03113,1,1,   5000.00,02,07,26,1,1,2,2,2,2,  743.40,2,15,  5972,   692,1,            681879,     11130,          53399,            182197,      6418,3,0
03114,4,8,  25000.00,04,06,14,1,1,2,2,2,2, 2741.21,2,10,  5480,   775,1,            851348,      6808,          60906,            207811,      3866,3,3
03115,3,5, 350000.00,08,06,02,1,1,1,2,2,2,   15.37,1,11,  4682,   988,1,          41018304,    603472,       11638286,          39709832,    594651,0,0
03116,4,9,  50000.00,05,04,02,1,2,2,2,2,2,  531.03,2,44,  1914,   751,1,            435750,     17890,         127711,            435750,     17890,0,0
03117,2,3,  85000.00,06,06,14,1,1,2,2,2,2,  118.21,1,02,  6691,   672,1,           7194389,     48347,         482602,           1646638,     33801,0,0
03118,4,9,  25000.00,04,04,26,1,2,2,2,2,2,  435.82,2,21,  2906,   190,1,            910642,     26943,         266894,            910642,     26943,0,0
03119,2,4,  45000.00,05,06,05,1,1,2,2,2,2,  203.96,1,08,  7543,   558,1,           2174115,     25652,         315227,           1075555,     19416,0,0
03120,1,2, 100001.00,07,02,14,1,1,2,2,2,2,   95.22,2,37,  6226,   669,1,           7042493,     78448,         364920,           1245107,     41821,0,0
03121,2,4, 170000.00,07,05,23,1,1,2,2,2,2,  134.22,2,08,  4597,  1244,1,           4458840,     78933,        1288475,           4396277,     78476,0,0
03122,1,2,1800000.00,10,04,02,1,2,2,2,1,2,    7.26,1,39,  4558,  1123,1,          67903238,   1729542,       11237174,          38341238,   1354165,0,0
03123,1,1,  25000.00,04,05,02,1,1,2,2,2,2,  431.03,2,15,  5972,   692,1,           2426208,     36309,         194862,            664869,     20556,3,0
03124,3,5,  40000.00,05,04,02,1,2,1,2,2,2,  143.58,1,43,  4732,   624,1,           2322705,     29665,         325810,           1111664,     22665,3,3
03125,4,8,   8000.00,03,07,23,1,1,2,2,2,2,  791.83,2,10,  5480,   775,1,            144543,      2306,          15643,             53374,      1805,0,0
03126,2,3,  60000.00,06,07,14,1,1,2,2,2,2,  126.18,1,26,  5429,   996,1,           7553504,     69165,         632879,           2159383,     44076,3,3
03127,4,8,  20000.00,04,01,02,1,1,2,2,2,2,  193.81,1,22,  8176,    54,1,            517989,      5067,          31211,            106492,      2693,3,3
03128,3,5,  40000.00,05,05,05,1,2,2,2,2,2,  193.92,2,11,    97,  4143,1,            490332,     11030,         143708,            490332,     11030,3,0
03129,2,3,   6500.00,03,07,25,1,1,2,2,2,2,  902.22,2,23,  6691,   672,1,            435984,      6207,          84231,            287396,      5415,0,0
03130,3,6,  37500.00,05,04,23,1,2,2,2,2,2,  465.86,2,02,  1390,  2619,1,            296121,      6000,          86788,            296121,      6000,3,3
03131,3,5,   2500.00,02,06,25,1,2,1,2,2,2,11529.89,1,14,  3994,  1192,1,             82544,      1588,          13746,             46901,      1334,0,0
03132,2,4, 300000.00,08,04,02,1,1,2,2,2,2,   46.25,1,08,  7543,   558,1,          41499319,    394236,        7826750,          26704871,    346227,0,0
03133,3,7,   2000.00,02,02,91,1,2,2,2,2,2, 5984.84,1,03,  2926,  1896,1,              6009,       180,           1761,              6009,       180,3,0
03134,3,7,  75000.00,06,07,07,1,1,2,2,2,2,  170.79,2,15,  1500,  2724,1,          11583658,    135659,        1555141,           5306141,     93176,0,0
03135,2,3,  27500.00,05,06,26,1,1,2,2,2,2,  225.66,1,13,  5961,   889,1,           1362163,     14896,         152804,            521367,     11943,0,0
03136,2,4,  55000.00,06,08,02,1,1,2,2,2,2,  178.64,1,37,  4597,  1244,1,          11692893,    179018,        2869787,           9791713,    170612,0,0
03137,3,6, 110000.00,07,06,02,1,1,1,1,2,1,   96.61,2,39,  2706,  1895,1,          20222975,    240512,        3988081,          13607332,    190426,0,0
03138,2,3,  47500.00,05,06,02,1,1,2,2,2,2,  234.62,1,34,  6986,   514,1,           6165853,     77521,        1241882,           4237301,     68610,0,0
03139,2,3,  80000.00,06,08,14,1,1,2,2,2,2,  116.32,1,29,  5961,   889,1,           6235518,     61684,         483191,           1648648,     45032,3,3
03140,3,6,  32500.00,05,07,14,1,1,2,2,2,2,  414.39,2,39,  2706,  1895,1,           4080846,     69940,        1134957,           3872473,     68646,0,0
03141,3,6, 100001.00,07,08,14,1,1,2,2,2,2,   30.73,2,39,  2706,  1895,1,           4744057,     73535,        1033812,           3527367,     65439,3,0
03142,2,3,  25000.00,04,02,13,1,2,2,2,1,1,  188.94,2,26,  5771,   889,1,           2412731,     31101,         315865,           1077731,     16044,0,0
03143,1,1, 550000.00,09,05,14,1,1,2,2,2,2,  109.34,2,15,  5972,   692,1,          37768187,    567040,        6310188,          21530361,    448287,0,0
03144,4,8, 375000.00,08,07,05,1,2,2,1,2,2,   20.86,2,23,  1228,  3578,1,           6716839,    183503,        1968593,           6716839,    183503,0,0
03145,1,1, 800000.00,09,06,16,1,1,1,2,1,2,   14.37,1,19,  5274,   779,1,         114968098,   1082784,       12842904,          43819988,    585857,0,0
03146,3,5,  23750.00,04,03,26,1,2,2,2,1,2,  196.30,2,05,  4041,  1396,1,           1573502,     20006,         115622,            394502,      8889,3,3
